id_sensibilidade,database,string_id,titulo,doi,ano,n_registros_agrupados_sensibilidade,ids_sensibilidade_agrupados,classe,match_corpus_id,motivo_match,resumo,palavras_chave,autores,fonte_periodico,tipo_documento,url,citacoes,idioma,resumo_presente,termo_encontrado,campo_encontrado,evidencia_curta,classe_ia_ml,tecnica_ia_ml,tipo_aplicacao,relacao_manutencao_predial,relacao_sustentabilidade,relacao_apoio_decisao,contexto_publico_universitario,decisao_triagem,justificativa,nivel_confianca
SENS_SCOPUS_02636,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Enabling cognitive predictive maintenance using machine learning: Approaches and design methodologies,10.1007/978-981-13-3393-4_5,2019,1,SENS_SCOPUS_02636,NOVO_POR_DOI,,,"Asset reliability and 100% availability of machines are a competitive business advantage in complex industrial environment as they play a vital role in improving productivity. Preventive maintenance models help to identify the performance degradation or failure of machines well ahead to prevent unscheduled breakdown of machines. However, lack of knowledge in identifying the root cause or the lack of knowledge to fix the problem may delay the corrective actions, which in turn impacts the productivity. To overcome this problem, cognitive predictive maintenance model is proposed which helps in classifying and recommending corrective actions along with predicting time to failure of machine. We discussed in detail about building a cognitive system using rule-based bottom-up approaches. We also presented the high-level design of a system to build a software solution using open-source technologies. © Springer Nature Singapore Pte Ltd. 2019.",Cognitive predictive model; Industrial Internet of things; Machine learning; Time to failure,Poosapati V.; Katneni V.; Manda V.K.; Ramesh T.L.V.,Advances in Intelligent Systems and Computing,Trabalho em evento,https://www.scopus.com/pages/publications/85062298833?origin=resultslist,6,English,sim,internet of things; machine learning; predictive maintenance,palavras_chave; resumo; titulo,enabling cognitive predictive maintenance using machine learning: approaches and design methodologies asset reliability and 100% availability of mac,IA_ML_APLICACAO_CONFIRMADA,machine_learning,predicao,sim,nao,nao,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: machine_learning. Termos ambíguos: iot, predictive_maintenance. | Triagem (Bloco A/B + IA/ML): Critério original 'irrelevante' (nenhum bloco A/B/tecnológico/conceitual encontrado).",alto
SENS_SCOPUS_02638,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,A Scalable Deep Learning-Based Approach for Anomaly Detection in Semiconductor Manufacturing,10.1109/WSC52266.2021.9715336,2021,2,SENS_SCOPUS_02638|SENS_WOS_art01_00703,NOVO_POR_DOI,,,"The diffusion of the Industry 4.0 paradigm lead to the creation and collection of huge manufacturing datasets; such datasets contain for example measurements coming from physical sensors located in different equipment or even in different productive manufacturing organizations. Such large and heterogeneous datasets represent a challenge when aiming for developing data-driven approaches like Anomaly Detection or Predictive Maintenance. In this work we present a new approach for performing Anomaly Detection that is able to handle heterogeneous data coming from different equipment, work centers or production sites. The proposed approach exploits Deep Learning architectures: Autoencoders are employed to derive a 'normal' behaviour of the system under exam that is then used for comparison when monitoring new data. The main strength of the proposed approach is its generality and scalability: the effectiveness of the proposed approach is demonstrated through experiments performed on real world data extracted from different workcenters in semiconductor manufacturing facilities.  © 2021 IEEE.",,Tedesco S.; Susto G.A.; Gentner N.; Kyek A.; Yang Y.,Proceedings - Winter Simulation Conference,Trabalho em evento,https://www.scopus.com/pages/publications/85126083545?origin=resultslist,5,English,sim,anomaly detection; autoencoder; data-driven; deep learning; predictive maintenance,resumo; titulo,a scalable deep learning-based approach for anomaly detection in semiconductor manufacturing the diffusion of t,IA_ML_APLICACAO_CONFIRMADA,autoencoder,predicao,sim,nao,nao,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: autoencoder, deep_learning. Termos ambíguos: anomaly_detection, data_driven, predictive_maintenance. | Triagem (Bloco A/B + IA/ML): Critério original 'irrelevante' (nenhum bloco A/B/tecnológico/conceitual encontrado).",alto
SENS_SCOPUS_02639,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"3rd Conference on Creativity in Intelligent Technologies and Data Science, CIT and DS 2019",,2019,1,SENS_SCOPUS_02639,NOVO_POR_TITULO,,,"The proceedings contain 34 papers. The special focus in this conference is on Creativity in Intelligent Technologies and Data Science. The topics include: Building a company’s maturity management trajectory based on the methods of optimal control of letov-kalman; networkalization of network–unlike entities: How to preserve encoded information; HR decision-making support based on natural language processing; the algorithm for the classification of methods for processing multidimensional heterogeneous data in application to designing of oil fields development; detection of the patterns in the daily route choices of the urban social transport system clients based on the decoupling of passengers’ preferences between the levels of uncertainty; analysis a short-term time series of crop sales based on machine learning methods; a multifactor small business management model; tourism cluster enterprises departments’ resource management based on mobile technologies; the information and analytical platform for the big data mining about innovation in the region; meta-design of processes based on visualization tools; artificial intelligence: Issues, challenges, opportunities and threats; designing zero-energy buildings using advanced fuzzy cognitive maps; the evaluation method of the design department’s information assets; technology model to support the initiation of innovation artefacts; solving the inverse kinematics of robotic arm using autoencoders; structural and Parametrical Model of the Physical Functional Principle of the Microelectronic Capacitive Pressure Sensor; theoretical bases of the application of various-color graphs in the solution of intellectual chemical tasks; forecasting and optimization internet of things system; modeling a microgrid using fuzzy cognitive maps; data-driven framework for predictive maintenance in industry 4.0 concept.",,,Communications in Computer and Information Science,Trabalho em evento,https://www.scopus.com/pages/publications/85071572250?origin=resultslist,0,English,sim,algorithm; artificial intelligence; autoencoder; data-driven; fuzzy; ig data; internet of things; machine learning; natural language processing; optimization; predictive maintenance,resumo,erences between the levels of uncertainty; analysis a short-term time series of crop sales based on machine learning methods; a multifactor small business management model; tourism cluster enterprises,IA_ML_APLICACAO_CONFIRMADA,artificial_intelligence,predicao,sim,nao,sim,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: artificial_intelligence, autoencoder, machine_learning, nlp. Termos ambíguos: algorithm_generic, big_data, data_driven, fuzzy, iot, optimization, predictive_maintenance. | Triagem (Bloco A/B + IA/ML): Critério original 'irrelevante' (nenhum bloco A/B/tecnológico/conceitual encontrado).",alto
SENS_SCOPUS_02640,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Development of Drill Pipes Failure Prediction Models and Operational Management System Using Real-Time Data Analytics and Ai,10.2118/209858-MS,2022,1,SENS_SCOPUS_02640,NOVO_POR_DOI,,,"Objectives/Scope: The drop on the daily rates for the Drilling Rigs in the recent years has pushed Drilling Contractors in the industry for innovative solutions. Industry 4.0 is bringing many features and technologies to overcome these challenges and help the companies to meet this new scenario. This paper will present how a partnership between Ocyan, an ultra-deep-water Drilling Contractor and RIO Analytics, an A.I. technology company that develops solutions for failure prediction of industrial assets, is using artificial intelligence and Data Analytics to manage and control drill pipes operation and prevent failures, correlating different sources of information. Drill pipe is one of the most critical equipment on a deepwater Drilling Rig and Drill pipes incidents are one of the biggest causes of nonproductive time and unplanned costs in the drilling industry. In most cases, the lack of information about the drill pipes, such as historical and operational efforts related to their individual use make it very hard to investigate an incident that occurred, and consequently, to predict a pipe failure. Also, some operational limits (such as make-up torque and elevator capacity) that are driven by dimensional inspection results are often not used correctly for operational planning, leading to unnecessary risks. Methods, Procedures, Process: To be able to apply failure prediction algorithms and correlate operational and historical information for each individual drill pipe, a web-based software was developed building avaluable database and management system, allowing users to easily navigate for drill pipes information, generate reports, and simulate operational scenarios by providing operation planned tally (list of drill pipes).Warnings are generated as the results for the simulations indicating any risk for operations. Critical situation sare made available to the rig crew, immediately transmitted to the Ocyan's Decision Support Center (CSD)and management team onshore, while less critical alerts are recorded in the system for further investigation. Software integrates with different inspection reports formats and automatically updates critical information on drill pipe's database, allowing also to identify invalid or wrong information on these reports, upon inspection criteria used. Results, Observations, Conclusions: With the implementation of this predictive maintenance solution, companies aim to increase Operational and Process Safety, avoid NPT and reduce maintenance cost regarding the Drill Pipes.  Copyright 2022, IADC/SPE Asia Pacific Drilling Technology Conference and Exhibition.",,MacHado R.C.; Rizzi J.; Xavier C.; Rocha L.D.B.; Souza L.O.; Ferreira P.; Crespo R.; Martins D.; Chaves V.; Oliveira V.,"Proceedings of the IADC/SPE Asia Pacific Drilling Technology Conference, APDT",Trabalho em evento,https://www.scopus.com/pages/publications/85137308640?origin=resultslist,2,English,sim,algorithm; artificial intelligence; predictive maintenance; simulation,resumo,"i. technology company that develops solutions for failure prediction of industrial assets, is using artificial intelligence and data analytics to manage and control drill pipes operation and prevent f",IA_ML_APLICACAO_CONFIRMADA,artificial_intelligence,predicao,sim,nao,sim,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: artificial_intelligence. Termos ambíguos: algorithm_generic, predictive_maintenance, simulation. | Triagem (Bloco A/B + IA/ML): Critério original 'irrelevante' (nenhum bloco A/B/tecnológico/conceitual encontrado).",alto
SENS_SCOPUS_02642,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Synthetic data generation in hybrid modelling of railway HVAC system,,2020,1,SENS_SCOPUS_02642,NOVO_POR_TITULO,,,"This paper proposes a hybrid model (HyM) for a heating, ventilation and air conditioning (HVAC) system installed in a passenger train. This HyM fuses data from two sources: data taken from the real system and synthetic data generated using a physics-based model of the HVAC. The physical model of the HVAC was developed to include the sensors located in the real system and new virtual sensors reproducing the behaviour of the system while a failure mode (FM) is simulated. Statistical features are calculated from the selected signals. These features are labelled according to the related FMs and are merged with the features calculated from the data from the real system. This data fusion allows us to classify the condition indicators of the system according to the FMs. The merged features are used to train a neural network (NN), which achieves a remarkable accuracy. Accuracy is a key concern of future research on the detection and diagnosis of a multiple faults and the estimation of the remaining useful life (RUL) through prognosis. The outcome is beneficial for the proper functioning of the system and the safety of the passengers. © Global Trends in Testing, Diagnostics and Inspection for 2030.All rights reserved.",Fault detection; Fault modelling; Hybrid modelling; Predictive maintenance; Railway; Synthetic data,Gálvez A.; Diez-Olivan A.; Seneviratne D.; Galar D.,"17th IMEKO TC 10 and EUROLAB Virtual Conference ""Global Trends in Testing, Diagnostics and Inspection for 2030""",Trabalho em evento,https://www.scopus.com/pages/publications/85097716905?origin=resultslist,3,English,sim,fault detection; neural network; predictive maintenance; remaining useful life,palavras_chave; resumo,"he condition indicators of the system according to the fms. the merged features are used to train a neural network (nn), which achieves a remarkable accuracy. accuracy is a key concern of future resea",IA_ML_APLICACAO_CONFIRMADA,neural_network,predicao,sim,nao,nao,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: neural_network. Termos ambíguos: fault_detection, predictive_maintenance, rul. | Triagem (Bloco A/B + IA/ML): Critério original 'irrelevante' (nenhum bloco A/B/tecnológico/conceitual encontrado).",alto
SENS_SCOPUS_02643,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Study on smart healthcare service application measure using it technology,,2019,1,SENS_SCOPUS_02643,NOVO_POR_TITULO,,,"Recently, the technologies representing 4th industrial revolution such as artificial intelligence, robot, IoT, 3D printing, Big Data, nano-technology, etc. are being applied to the health and medical care area quickly through the development of IT technology. By the rapid population ageing, increase of medical expenses by the increase of chronic disease patients and one person household, improvement of standard of living and the development of IT technology across the world, the interest in smart healthcare is being expanded. And as the medical service paradigm is changed from ""treatment and hospital-oriented' to ""preventive medical service and customized medical service and customer-oriented"", the market related to healthcare is expanded and the demand for the smart healthcare device using mobile device is also being increased greatly. In this study, to apply the smart healthcare service using IT convergence technology, the beacon service, this is the intelligent healthcare service, in introduced. The location-based service using beacon platform is the representative case of converging the smart contents and IoT and can be utilized in diverse areas such as location guide, distribution, information, facility management, etc. When introducing smart hospital in future, it will be utilized a lot. © 2019, Institute of Advanced Scientific Research, Inc.. All rights reserved.",Beacon; Healthcare; Mobile Healthcare; Smart Healthcare; Wearable Healthcare,Kim H.-C.; Kim M.-J.,Journal of Advanced Research in Dynamical and Control Systems,Artigo de periodico,https://www.scopus.com/pages/publications/85071841130?origin=resultslist,0,English,sim,artificial intelligence; ig data; iot,resumo,"asure using it technology recently, the technologies representing 4th industrial revolution such as artificial intelligence, robot, iot, 3d printing, big data, nano-technology, etc. are being applied ",IA_ML_APLICACAO_CONFIRMADA,artificial_intelligence,outro,sim,nao,nao,nao_identificado,secundario,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: artificial_intelligence. Termos ambíguos: big_data, iot. | Triagem (Bloco A/B + IA/ML): Bloco A (objeto predial) + termo tecnológico/conceitual presentes (critério original 'complementar'), sem Bloco B explícito, com IA/ML aplicada confirmada -- relação indireta com sustentabilidade.",alto
SENS_SCOPUS_02644,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Intelligent Optical Fibre Sensing Networks Facilitate Shift to Predictive Maintenance in Railway Systems,10.1109/ICIRT.2018.8641602,2018,2,SENS_SCOPUS_02644|SENS_WOS_art01_00895,NOVO_POR_DOI,,,"This paper depicts an optical fibre sensing network based railway health condition monitoring system that can facilitate predictive maintenance in railways. Machine learning is applied to develop learning models that can be used to detect and identify different types of track defects such as rail corrugations, dipped weld joints and rail crossings. © 2018 IEEE.",dipped weld joints; fibre Bragg grating; machine learning; optical fiber sensing network; predictive railway maintenance; rail corrugation,Tam H.-Y.; Lee K.-K.; Liu S.-Y.; Cho L.-H.; Cheng K.-C.,"2018 International Conference on Intelligent Rail Transportation, ICIRT 2018",Trabalho em evento,https://www.scopus.com/pages/publications/85063077529?origin=resultslist,16,English,sim,machine learning; predictive maintenance,palavras_chave; resumo; titulo, railway health condition monitoring system that can facilitate predictive maintenance in railways. machine learning is applied to develop learning models that can be used to detect and identify diffe,IA_ML_APLICACAO_CONFIRMADA,machine_learning,predicao,sim,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: machine_learning. Termos ambíguos: predictive_maintenance. | Triagem (Bloco A/B + IA/ML): Critério original 'irrelevante' (nenhum bloco A/B/tecnológico/conceitual encontrado).,alto
SENS_SCOPUS_02645,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Transfer learning enhanced AR spatial registration for facility maintenance management,10.1016/j.autcon.2020.103135,2020,2,SENS_SCOPUS_02645|SENS_WOS_art01_00244,NOVO_POR_DOI,,,"Augmented reality (AR), which requires a spatial registration technique, has proved to greatly improve the efficiency of facility maintenance management (FMM) activities. Being one of the most promising techniques for indoor localization, Wi-Fi fingerprinting has been widely used for AR spatial registration. However, localization accuracy of Wi-Fi fingerprinting decreases over time due to dynamics of environmental factors. Readings from different mobile devices can also affect the accuracy negatively. In this paper, a transfer learning technique named transferable CNN-LSTM is proposed for improving the robustness of Wi-Fi fingerprinting while implementing AR in FMM activities. Convolutional neural network (CNN), embedded with long short term memory (LSTM) networks, is utilized to predict the location of unlabeled fingerprints. Multiple kernel variant of maximum mean discrepancy (MK-MMD) is adopted to reduce the distribution difference between the source domain and the target domain, so that the location of the newly collected unlabeled fingerprints can be predicted accurately. As shown in the experimental validation, the transferable CNN-LSTM can achieve an accuracy of 97.1% in short-term (without significant environmental changes) spatial registration, 87.8% in long-term (with significant environmental changes) spatial registration, and around 90% in multi-device spatial registration, indicating a higher accuracy and better robustness over other conventional approaches. © 2020 Elsevier B.V.",AR spatial registration; Facility maintenance management; Transferable CNN-LSTM; Wi-Fi fingerprinting,Chen K.; Yang J.; Cheng J.C.P.; Chen W.; Li C.T.,Automation in Construction,Artigo de periodico,https://www.scopus.com/pages/publications/85080088943?origin=resultslist,22,English,sim,cnn; convolutional neural network; lstm; neural network,palavras_chave; resumo,"oving the robustness of wi-fi fingerprinting while implementing ar in fmm activities. convolutional neural network (cnn), embedded with long short term memory (lstm) networks, is utilized to predict t",IA_ML_APLICACAO_CONFIRMADA,cnn,predicao,sim,nao,nao,nao_identificado,mapeamento,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: cnn, lstm, neural_network. Termos ambíguos: nenhum. | Triagem (Bloco A/B + IA/ML): Apenas um dos blocos A/B presente (critério original 'dúvida'), IA/ML confirmada -- inclusão apenas no mapeamento, sem elegibilidade plena ao núcleo/secundário.",alto
SENS_SCOPUS_02646,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Building a scalable intelligent system to advise predictive maintenance operations in a steel mill,10.33313/382/114,2021,1,SENS_SCOPUS_02646,NOVO_POR_DOI,,,"Machine learning can guide maintenance operations across multiple failure modes in steel manufacturing processes. Building a scalable system for live production runs is challenging due to multi-stream sensors, noisy data and multiple operation modes. This paper describes a system that learns dependencies within multi-variate sensors in an unsupervised fashion to generate early warnings. The system learns temporal degradation patterns to predict the expected time to the next breakdown. Patterns relevant to a failure mode are displayed by computing sensor contributions. The paper will discuss the results of a real implementation in a steel mill, and how this helps maintenance planning with proactive guidance. © 2021 by the Association for Iron & Steel Technology.",Anomaly detection; Artificial intelligence; Asset health monitoring; Failure prediction; Interpretability; Predictive maintenance; Time to next breakdown,Sahu A.; Chahar R.; Olivar S.; Balasubramanian R.; Gupta A.; Ahn H.,AISTech - Iron and Steel Technology Conference Proceedings,Trabalho em evento,https://www.scopus.com/pages/publications/85111960387?origin=resultslist,2,English,sim,anomaly detection; artificial intelligence; machine learning; predictive maintenance,palavras_chave; resumo; titulo,building a scalable intelligent system to advise predictive maintenance operations in a steel mill machine learning can guide maintenance operations across multiple failure modes in steel manufacturi,IA_ML_APLICACAO_CONFIRMADA,artificial_intelligence,predicao,sim,nao,nao,nao_identificado,secundario,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: artificial_intelligence, machine_learning. Termos ambíguos: anomaly_detection, predictive_maintenance. | Triagem (Bloco A/B + IA/ML): Bloco A (objeto predial) + termo tecnológico/conceitual presentes (critério original 'complementar'), sem Bloco B explícito, com IA/ML aplicada confirmada -- relação indireta com sustentabilidade.",alto
SENS_SCOPUS_02647,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,"6th International Workshop on Cyber-Security and Functional Safety in Cyber-Physical Systems, IWCFS 2022, 4th International Workshop on Machine Learning and Knowledge Graphs, MLKgraphs 2022, 2nd International Workshop on Time Ordered Data, ProTime2022, 2nd International Workshop on AI System Engineering: Math, Modelling and Software, AISys2022, 1st International Workshop on Distributed Ledgers and Related Technologies, DLRT2022 and 1st International Workshop on Applied Research, Technology Transfer and Knowledge Exchange in Software and Data Science, ARTE2022 held at 33rd International Conference on Database and Expert Systems Applications, DEXA 2022",,2022,1,SENS_SCOPUS_02647,NOVO_POR_TITULO,,,"The proceedings contain 40 papers. The special focus in this conference is on Database and Expert Systems Applications. The topics include: Synthetic Data in Automatic Number Plate Recognition; An Untold Tale of Scientific Collaboration: SCCH and AC 2 T; on the Creation and Maintenance of a Documentation Generator in an Applied Research Context; towards the Digitalization of Additive Manufacturing; Twenty Years of Successful Translational Research: A Case Study of Three COMET Centers; data Integration, Management, and Quality: From Basic Research to Industrial Application; building a YouTube Channel for Science Communication; introduction of Visual Regression Testing in Collaboration Between Industry and Academia; vibration Analysis for Rotatory Elements Wear Detection in Paper Mill Machine; applying Time-Inhomogeneous Markov Chains to Math Performance Rating; introducing Data Science Techniques into a Company Producing Electrical Appliances; a Technology Transfer Portal to Promote Industry-Academia Collaboration in South-Tyrol; fast and Automatic Object Registration for Human-Robot Collaboration in Industrial Manufacturing; sending Spies as Insurance Against Bitcoin Pool Mining Block Withholding Attacks; risks in DeFi-Lending Protocols - An Exploratory Categorization and Analysis of Interest Rate Differences; battling the Bullwhip Effect with Cryptography; Reporting of Cross-Border Transactions for Tax Purposes via DLT; securing File System Integrity and Version History Via Directory Merkle Trees and Blockchains; taxation of Blockchain Staking Rewards: Propositions Based on a Comparative Legal Analysis; comparison Framework for Blockchain Interoperability Implementations; A Comparative Analysis of Anomaly Detection Methods for Predictive Maintenance in SME; towards Strategies for Secure Data Transfer of IoT Devices with Limited Resources; application of Validation Obligations to Security Concerns; mode Switching for Secure Edge Devices; a Lifecycle Framework for Semantic Web Machine Learning Systems; enhancing TransE to Predict Process Behavior in Temporal Knowledge Graphs; an Explainable Multimodal Fusion Approach for Mass Casualty Incidents.",,,Communications in Computer and Information Science,Trabalho em evento,https://www.scopus.com/pages/publications/85136913737?origin=resultslist,0,English,sim,anomaly detection; iot; machine learning; predictive maintenance,resumo; titulo,"security and functional safety in cyber-physical systems, iwcfs 2022, 4th international workshop on machine learning and knowledge graphs, mlkgraphs 2022, 2nd international workshop on time ordered da",IA_ML_APLICACAO_CONFIRMADA,machine_learning,predicao,sim,nao,nao,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: machine_learning. Termos ambíguos: anomaly_detection, iot, predictive_maintenance. | Triagem (Bloco A/B + IA/ML): Critério original 'irrelevante' (nenhum bloco A/B/tecnológico/conceitual encontrado).",alto
SENS_WOS_art01_00998,WoS,wos_nucleo_a5_sensibilidade_ia_ml,Comparative Study of Data-Driven Models in Motor RUL Estimation,10.1061/AJRUA6.0001186,2022,2,SENS_SCOPUS_02649|SENS_WOS_art01_00998,NOVO_POR_DOI,,,"The extremely complex loading conditions on the clutch of a four-wheeled passenger vehicle frequently results in malfunction of the motor. The latest diagnostic methods for detecting the initiation of device failure have proven to be unreliable. The present research has been carried out to demonstrate the state of health of the motor on the basis of a nonlinear real time estimation approach. In order to fulfil this task, a systematic review was undertaken of the unscented particle filter (UPF) approach to handle the evolved noisy signal with in real time. Research facilitates the modeling of nonlinear behavior of elements via state-space equations embedded with a set of available real time measurements. The remaining useful life (RUL) of the motor (system) as a distribution function is estimated. The study highlights that the state space framework provides better results than the degradation modeling scheme to forecast the RUL of the system. (C) 2021 American Society of Civil Engineers.",,"Banerjee, A; Gupta, SK; Putcha, C",ASCE-ASME JOURNAL OF RISK AND UNCERTAINTY IN ENGINEERING SYSTEMS PART A-CIVIL ENGINEERING,Artigo de periodico,,,English,sim,data-driven; remaining useful life,resumo; titulo, of elements via state-space equations embedded with a set of available real time measurements. the remaining useful life (rul) of the motor (system) as a distribution function is estimated. the study,TECNICA_COMPATIVEL_MAS_NAO_CONFIRMADA,data_driven,nao_aplicavel,nao,nao,nao,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: nenhum. Termos ambíguos: data_driven, rul. | Triagem (Bloco A/B + IA/ML): Critério original 'irrelevante' (nenhum bloco A/B/tecnológico/conceitual encontrado).",medio
SENS_SCOPUS_02650,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Removal of occluding construction workers in job site image data using U-Net based context encoders,10.1016/j.autcon.2020.103332,2020,2,SENS_SCOPUS_02650|SENS_WOS_art02_00209,NOVO_POR_DOI,,,"In the field of Architecture, Engineering, Construction, and Facility Management (AEC/FM), job site surveying is critical for tasks such as construction progress monitoring and quality assurance and quality control. Moving obstacles often occlude the sight of view, and sometimes block the view of interest. However, images are often collected for documentation and analysis of the building under construction or operation. The occluding objects, such as the construction workers, compromise the collected image data. On the other hand, the capability of the Context Encoders model took the pioneering step providing the opportunity of image inpainting. This research applies Context Encoders to remove redundant objects in images and inpaints the background context. The original Context Encoders model, a deep learning model, requires a large training dataset for a decent image inpainting. In the model, the region in need of context inpainting is constrained to be a predefined area, fixed in size and position in the image. In this work, we adapted a deep learning architecture, U-Net, for a direct image-to-image translation for context inpainting, and thus relaxing the fixed size and position constraints in the original Context Encoders model. Simultaneously in a single framework, the proposed model not only erases redundant objects but also inpaints the missing content in the pixel scale, based on surrounding semantic clues. Employing the U-Net yields encouraging results for cases in operating buildings and those under construction. © 2020 Elsevier B.V.",BIM; CNN; Context encoders; Image inpainting; Progress monitoring; U-Net,Angah O.; Chen A.Y.,Automation in Construction,Artigo de periodico,https://www.scopus.com/pages/publications/85087109983?origin=resultslist,22,English,sim,cnn; deep learning; im,palavras_chave; resumo,"ndant objects in images and inpaints the background context. the original context encoders model, a deep learning model, requires a large training dataset for a decent image inpainting. in the model, ",IA_ML_APLICACAO_CONFIRMADA,cnn,visao_computacional,sim,nao,nao,nao_identificado,mapeamento,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: cnn, deep_learning. Termos ambíguos: bim. | Triagem (Bloco A/B + IA/ML): Apenas um dos blocos A/B presente (critério original 'dúvida'), IA/ML confirmada -- inclusão apenas no mapeamento, sem elegibilidade plena ao núcleo/secundário.",alto
SENS_SCOPUS_02651,Scopus,scopus_nucleo_a5_sensibilidade_ia_ml,Crack detection from external walls of natural stones using deep convolutional neural network; [深層畳み込みニューラルネットワークによる建物外装石材画像からのひび検出],10.3130/aijt.27.1086,2021,1,SENS_SCOPUS_02651,NOVO_POR_DOI,,,"Early detection of the crack in the external wall is a critical task in building maintenance. An image-based inspection has an advantage in terms of cost and efficiency; however, it requires much effort for high-rise buildings because of a massive number of taken pictures. Specifically, it is hard to distinguish the cracks in the walls made of natural stones from their complex texture pattern. To support such inspection, we developed the artificial-intelligence-based computer-aided detection system for wall cracks. We demonstrated that the system detects cracks properly in pictures of granite wall panels taken from a real tower building. © 2021 Architectural Institute of Japan. All rights reserved.",Artificial intelligence; Computational automation; Deep learning; Image inspection,Suzuki A.; Yanagimoto T.; Nakamura R.; Sakamoto S.; Sakanashi H.,AIJ Journal of Technology and Design,Artigo de periodico,https://www.scopus.com/pages/publications/85109126540?origin=resultslist,2,Japanese,sim,artificial intelligence; convolutional neural network; deep learning; neural network,palavras_chave; titulo,ectural institute of japan. all rights reserved. artificial intelligence; computational automation; deep learning; image inspection,IA_ML_APLICACAO_CONFIRMADA,artificial_intelligence,visao_computacional,sim,nao,nao,nao_identificado,mapeamento,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: artificial_intelligence, cnn, deep_learning, neural_network. Termos ambíguos: nenhum. | Triagem (Bloco A/B + IA/ML): Apenas um dos blocos A/B presente (critério original 'dúvida'), IA/ML confirmada -- inclusão apenas no mapeamento, sem elegibilidade plena ao núcleo/secundário.",alto
