id_unico,ano,bases_origem,doi,titulo,resumo_presente,decisao_qualitativa_final,rqs_confirmadas_leitura,rq0_confirmada,rq1_confirmada,rq2_confirmada,rq3_confirmada,rq4_confirmada,rq5_confirmada,tipo_contribuicao_artigo,criterios_identificados_leitura,metodos_decisao_identificados_leitura,contexto_edificacao_identificado_leitura,dimensoes_sustentabilidade_identificadas_leitura,lacuna_ou_limite_identificado_leitura,motivo_decisao,evidencia_curta_do_resumo,nivel_confianca_decisao,necessita_full_text_pontual,motivo_full_text_pontual,asreview_label_compativel,observacao_auditoria
REG_01646,2013,Scopus,,A vector autoregressive model for interpolating missing meteorological data for use in building simulation,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,risco;condicao_fisica;desempenho_operacional;informacao_dados,decision support;framework,patrimonio_historico;edificio_generico,social;tecnica_operacional;ciclo_de_vida,"To overcome this problem simulation users may rely on Typical Meteorological Years (TMYs) instead of actual historical data, or they may apply an existing interpolation method to fill the gaps in historical data.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Building performance simulation is increasingly used to aid in decision making about the design, construction, retrofit, operation and maintenance of new and existing buildings.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_01657,2013,Scopus,10.1108/f-06-2012-0042,Evaluation of building performance for strategic facilities management in healthcare: A case study of a public hospital in Australia,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;facility_management;contexto_publico_universitario;energia_desempenho_operacional;lacuna_para_ies_publicas,desempenho_operacional,framework,hospital;edificio_publico;portfolio_predial;edificio_generico,social;tecnica_operacional;institucional,O instrumento de avaliação necessita adaptação e validação em outros hospitais e contextos institucionais antes de generalização.,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Purpose: The purpose of this paper is to evaluate the main elements of building performance, namely, building function, building impact and building quality in order to promote strategic facilities management in healthca",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_02069,2011,Scopus|WoS,10.1016/j.proeng.2011.11.187,Outsourcing in facilities management - A literature review,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4,sim,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;custo_ciclo_de_vida,custo;vida_util;desempenho_operacional,decision support;life-cycle cost;framework,portfolio_predial;edificio_generico,economica;tecnica_operacional;institucional;ciclo_de_vida,nao_identificada_no_resumo,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",Outsourcing in facilities management involves turning over the complete management and decision-making authority of an operation to somebody outside organization.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_02204,2011,Scopus|WoS,10.2495/eco110251,Sustainable carbon neutral building design: New simulation tools for teaching green buildings,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4,sim,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,custo;risco;energia;vida_util;desempenho_operacional;emissoes_carbono,framework,edificio_generico,ambiental;economica;tecnica_operacional;energia;ciclo_de_vida,nao_identificada_no_resumo,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",The Building Industry is one of the major consumers of energy.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_02495,2022,Scopus,10.3390/en15197002,Digital Twins’ Applications for Building Energy Efficiency: A Review,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,energia;conforto;desempenho_operacional;informacao_dados,optimization;digital twin,edificio_generico,ambiental;social;tecnica_operacional;institucional;energia;conforto;ciclo_de_vida,"This paper aims to provide a comprehensive review of the applications of digital twins for building energy efficiency, analyze research trends and identify research gaps and potential future research directions.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Over the last few decades, energy efficiency has received increasing attention from the Architecture, Engineering, Construction and Operation (AECO) industry.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_02540,2022,Scopus|WoS,10.3390/su14169955,An Integrated Fuzzy-Based Sustainability Framework for Post-Secondary Educational Buildings: A User-Perspective Approach,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;contexto_publico_universitario;energia_desempenho_operacional;risco_seguranca_conforto;lacuna_para_ies_publicas,energia;conforto;desempenho_operacional;satisfacao_usuario;informacao_dados,ANP;fuzzy;framework,universidade;escola;portfolio_predial;campus;edificio_generico,ambiental;social;tecnica_operacional;institucional;energia;conforto,"However, limited research has centered on improving educational building sustainability from users’ perspectives.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",Decreasing the impact of educational buildings on the environment is a primary concern of the sustainable building movement.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_02568,2022,Scopus,10.3390/buildings12070994,Assessment of the Perception of Sustainability for Occupants of Residential Buildings: A Case Study in the UAE,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;facility_management;custo_ciclo_de_vida,custo;satisfacao_usuario;informacao_dados,framework,edificio_residencial;portfolio_predial;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional,"Although evidence shows that the UAE is among the countries in the world that take sustainability seriously, there is a lack of information about the perception of sustainability by occupants in the residential sector in the UAE.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Although evidence shows that the UAE is among the countries in the world that take sustainability seriously, there is a lack of information about the perception of sustainability by occupants in the residential sector in",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_02635,2022,Scopus,10.1016/j.ssci.2021.105640,A thematic review on Prevention through design (PtD) concept application in the construction industry of developing countries,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4,sim,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,risco;seguranca;vida_util;desempenho_operacional;informacao_dados,framework;BIM,edificio_generico,tecnica_operacional;institucional;risco;seguranca;ciclo_de_vida,nao_identificada_no_resumo,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","The life cycle of the building or any other type of structure comprises the stages of planning, design, construction, operation, and maintenance until demolition.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_03126,2021,Scopus|WoS,10.1016/j.autcon.2021.103712,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;contexto_publico_universitario;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto;lacuna_para_ies_publicas,custo;energia;conforto;vida_util;desempenho_operacional;informacao_dados,optimization;life-cycle cost;framework;BIM,escola;portfolio_predial;edificio_generico,ambiental;economica;tecnica_operacional;institucional;energia;conforto;ciclo_de_vida,More application scenarios focusing on the stage of facility management and different sustainability performance will be conducted in P-BIM framework in future works.,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",Data-driven green building design in BIM is challenged by the lack of a comprehensive data integration framework with the capabilities of building life-cycle performance data management and application.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_03176,2021,Scopus,10.1088/1755-1315/768/1/012132,The Strategy of Passive Ecological Building Design Based on Guangxi's Climate Characteristics - A Case Study on the Garden Art Gallery of the 12th China (Nanning) International Garden Expo,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4,sim,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida,custo;desempenho_operacional,,edificio_comercial;edificio_generico,ambiental;economica;tecnica_operacional;ciclo_de_vida,nao_identificada_no_resumo,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","This project is based on the climate characteristics of Guangxi, combined with regional traditional construction methods and vernacular construction materials, and mainly in the light of the passive green building techno",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_03230,2021,Scopus|WoS,10.1108/f-10-2019-0108,Improving lighting efficiency in existing art museums: a case study,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;custo_ciclo_de_vida,custo;energia;vida_util;desempenho_operacional;satisfacao_usuario,optimization;life-cycle cost;framework,portfolio_predial;edificio_generico;museu,ambiental;economica;tecnica_operacional;institucional;energia;ciclo_de_vida,"© 2020, Emerald Publishing Limited.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","By surveying all possible elements, this paper aims to propose a sustainability-based solution, as it relates to the development of artwork conservation, visual perception and energy efficiency during operation and maint",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_03334,2021,Scopus|WoS,10.1080/15623599.2019.1571750,Evaluation of facilities management sustainable parameters for improving operational efficiency,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;custo_ciclo_de_vida,custo;vida_util;desempenho_operacional;manutenibilidade,framework,portfolio_predial;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional;ciclo_de_vida,"© 2019 Informa UK Limited, trading as Taylor & Francis Group.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",Sustainability is becoming an integral part of the life-cycle development of built facilities and is emphasized during the design phase and post-occupancy phase.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_03349,2021,Scopus,10.1007/978-981-15-4577-1_72,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,custo;risco;condicao_fisica;vida_util;desempenho_operacional,decision support;life-cycle cost,edificio_residencial;edificio_generico,ambiental;economica;tecnica_operacional;institucional;ciclo_de_vida,The research result reveals critical barriers in acceptance of life cycle cost in India.,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","In the construction project management, demands for sustainable and long-term decision-making methods are increasing as the projects are getting complex.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_03359,2021,Scopus|WoS,10.36680/j.itcon.2021.005,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,energia;conforto;vida_util;desempenho_operacional;informacao_dados,decision support;framework;BIM;digital twin;IoT,portfolio_predial;edificio_generico,ambiental;tecnica_operacional;institucional;energia;conforto;ciclo_de_vida,"However, research in Digital Twins for the built environment is still in its nascent stages and there is a need to understand the advances in the underlying enabling technologies and establish a convergent context for ongoing and future research.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",The widespread adoption of Building Information Modeling (BIM) and the recent emergence of Internet of Things (IoT) applications offer several new insights and decision-making capabilities throughout the life cycle of th,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_03383,2021,Crossref|Scopus,10.1007/978-981-15-8783-2_17,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;contexto_publico_universitario;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto;lacuna_para_ies_publicas,custo;risco;condicao_fisica;conforto;desempenho_operacional;residuos,optimization;framework,universidade;edificio_publico;campus;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional;conforto;ciclo_de_vida,"© 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","The impact of the users’ behavior on the building performance is largely recognized, especially considering most of common building operation and management (O&M) tasks.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_03670,2020,Scopus,10.1108/meq-05-2019-0093,Improving maintenance management practices on green building projects,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida,condicao_fisica;desempenho_operacional;informacao_dados;manutenibilidade,framework,edificio_generico,ambiental;tecnica_operacional;institucional;ciclo_de_vida,It is also suggested that further research into maintenance of GB should consider issues in terms of concern for lifecycle assessment and sustainability.,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",Purpose: The improper maintenance affects the performance of management practices for Green Building (GB) in Malaysia.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
