id_unico,ano,bases_origem,doi,titulo,resumo,palavras_chave,estrato_uso_resumo,resumo_suficiente_para_extracao,rq0_integracao_sustentabilidade_decisao_manutencao,rq1_dimensoes_sustentabilidade,rq2_criterios_priorizacao,rq3_metodos_apoio_decisao,rq4_tipo_edificacao_contexto,rq5_lacunas_ies_publicas,n_rqs_respondidas,lista_rqs_respondidas,score_alinhamento_rq,uso_recomendado_artigo,justificativa_alinhamento_rq
REG_06712,2024,Scopus,,INTEGRATING BIM INTO BUILT ASSET MANAGEMENT: A PATHWAY TO ACHIEVE SOCIAL SUSTAINABILITY,"Building Information Modelling (BIM) has emerged as a critical tool in the construction management industry's shift toward sustainability, enhancing sustainable practices in building asset management by focusing on environmental, economic, and social aspects. Despite BIM-based asset management makes a significant contribution to environmental and economic aspects of sustainability, BIM's role in promoting social sustainability which focuses on community well-being and equitable development in building asset management, remains underexplored. This study aims to investigate the application of BIM principles and methods in the context of social value and sustainability, conducting a systematic literature review of 253 papers from 2005 to 2024 to assess BIM's impact on the construction asset management sector. The findings highlight BIM's limited but growing contribution to social sustainability, identifying four key dimensions: health, safety and well-being; resilience and inclusivity; equity, accessibility, and user comfort; community needs and affordability. The bibliometric analysis and systematic review underscore the need for further research, mapping out existing gaps and suggesting future directions for BIM's potential to enhance social sustainability in asset management. © Association of Researchers in Construction Management",asset management; Building Information Modelling; digital construction; social sustainability; sustainable development goal,A_nucleo_forte,sim,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,RQ0;RQ1;RQ2;RQ4;RQ5,13,analise_central,RQ0=TRUE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=TRUE; RQ5=TRUE; n_rqs=5; score=13; estrato_resumo=A_nucleo_forte; uso=analise_central
REG_00469,2017,Scopus,,Waste management in green building operations using GSCM,"Green buildings also known as green construction or sustainable building are environmentally responsible and resource-efficient throughout a building's life-cycle: from siting to design, construction, operation, maintenance, renovation, and demolition. Today the environmental issues and the concern for sustainability is encouraging more effective and efficient usage of energy, water and material currently used, ensure the prevention of any kind of waste, perform environmentally sensible and eco-friendly building design and be environmentally friendly in the process of construction. Environmental problems and the growth of construction industry cause a new topic to manage construction waste with the help of green supply chain management (GSCM). This requires close cooperation of the design team, the architects, the engineers, and the client at all project stages. GSCM reduces energy usage and waste, so it prevents any problem that will occur in human health and environment. This paper aims to combine the architects green building operations together with the engineers green supply chain management for both reducing the usage of materials, encouraging more effective and efficient usage of energy, water and material currently used, ensure the prevention of any kind of waste, perform environmentally sensible and eco-friendly building design and to be able to reuse, recycle, or recover the waste. The European Union Council published a waste management directive in 2008 that gives some goal numbers to manage construction waste to minimize the environmental effect. The goal is to reach a reduction of 70% of construction and demolition waste (CDW) that will be reused, recycled or recovered in 2020. The aim of this paper is to explore the cost-benefit and social-benefit reflections by the combination of these two techniques, based on the literature review and case study examples from Turkey a model is built and propositions regarding Green Building operations using GSCM and reverse logistics are formulated. © ExcelingTech Pub, UK.",Construction waste management; Green building design; Green building operations; Green supply chain management; Waste management directives,A_nucleo_forte,sim,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,RQ1;RQ2;RQ3;RQ4,10,analise_central,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=TRUE; RQ4=TRUE; RQ5=FALSE; n_rqs=4; score=10; estrato_resumo=A_nucleo_forte; uso=analise_central
REG_05559,2025,Scopus,10.1088/1742-6596/3140/4/042019,Exploiting digital twins for occupancy and energy optimisation for office buildings,"The growing need for energy efficiency and sustainable building management has driven interest in digital twins (DTs) - virtual replicas that optimize building operations. Despite their benefits, DT adoption is slowed by high initial costs, integration complexity, data security issues, and resistance to change. This paper explores DT applications for enhancing energy efficiency and occupancy management in office buildings through a real-time monitoring and optimization framework that forecasts building performance and evaluates occupancy levels. The research involves constructing a DT model by integrating data from sensors, IoT devices, and building management systems. For example, occupancy is inferred from air quality metrics like CO2 concentrations. A mathematical model, under development, aims eventually at simulating various scenarios to predict energy consumption and occupancy patterns, while machine learning techniques analyze the data to offer actionable insights. Emphasis is placed on engaging stakeholders - from occupants to facility managers - to ensure the DT model reflects real-world conditions and needs. A detailed case study monitors offices and meeting rooms continuously, collecting occupancy and comfort data that informs energy performance optimization. Preliminary results, partly funded by Innosuisse, underscore the potential of DTs for enhancing sustainability and operational efficiency. Nonetheless, challenges such as high implementation costs and the need for continuous data integration remain. Future research should address these challenges and explore the scalability of this promising framework.  © Published under licence by IOP Publishing Ltd.",,A_nucleo_forte,sim,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,RQ1;RQ2;RQ3;RQ4;RQ5,12,analise_central,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=TRUE; RQ4=TRUE; RQ5=TRUE; n_rqs=5; score=12; estrato_resumo=A_nucleo_forte; uso=analise_central
REG_03383,2021,Crossref|Scopus,10.1007/978-981-15-8783-2_17,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,"The impact of the users’ behavior on the building performance is largely recognized, especially considering most of common building operation and management (O&M) tasks. Predictions of human-building interactions are essential to improve building efficiency by decreasing wastes and costs connected to O&M while satisfying the comfort level required by the occupants. At this regard, building technological systems, which status depends on the users’ movement inside the buildings, like elevators, represent one of the critical spots, especially in high-density buildings. According to a “user-centered” approach, this paper moves toward the assessment of behavioral drivers which can influence the use of elevators in public buildings to define a probability use model useful to set specific maintenance policies. In situ evaluations are performed in a university building, where flows of people are highly dependent on the indoor activities scheduled, as lessons. A multinomial logit model for the probability of elevators’ use is built depending on factors such as: floors number, movement in group, direction (upwards, downwards). Users’ fruition patterns in the university building are detected using eye-tracking techniques and questionnaires. Results show how the elevators’ use probability increases when the number of floors to cross increases, also because of perceived movement comfort, while individuals’ attention is mainly affected by posters and signage systems placed along the way. The model could be implemented in building simulation models, to predict the elevators use during the time under different circumstances, hence to optimize related O&M measures. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",Behavioral models; Building operation and maintenance; Buildings users’ behavior; Condition-based maintenance; Elevators; In situ evaluation,A_nucleo_forte,sim,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,RQ1;RQ2;RQ3;RQ4;RQ5,12,analise_central,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=TRUE; RQ4=TRUE; RQ5=TRUE; n_rqs=5; score=12; estrato_resumo=A_nucleo_forte; uso=analise_central
REG_05870,2025,Scopus|WoS,10.1109/sustech63138.2025.11025561,"Examining Building Design Strategies for Zero Energy Performance: Operational Efficiency, Reconstruction, and Restoration for Sustainable Urban Development","The transition to renewable energy has become a pivotal factor in urban planning due to the rising costs and adverse environmental impacts of conventional energy sources, the growth of smart cities, and increasing population demands. As a significant energy consumer during operations, the building sector necessitates strategies to enhance the integration of renewable energy while minimizing reliance on traditional sources. Zero Energy Building (ZEB) is an innovative approach wherein a building generates an equivalent amount of energy from renewable sources, such as solar photovoltaic systems, to offset its conventional energy consumption. However, there is limited research on the influence of building shape on achieving zero-energy goals. This study addresses this gap by analyzing various design strategies for new construction, retrofits, reconstructions, and restorations to identify optimal building shapes for achieving zero-energy performance. The research modeled the operational performance of different building shapes by evaluating energy production and consumption. Each design is optimized based on energy outcomes to determine the ideal configurations for ZEBs. The findings revealed that building shape significantly impacts operational performance. The one-story house emerged as the most favorable ZEB configuration. It achieved a net energy production of 167 kWh/m2/year, surpassing its annual energy demand despite its initially high energy usage. Conversely, achieving zero-energy was challenging for a two-story design (206 kWh/m2/year), whereas an alternative two-story design nearly met the target with a net energy of -0.69 kWh/m2/year. Implementing a ZEB retrofit approach significantly reduced operational energy from 293 kWh/m2/year to 91.4 kWh/m2/year for a tower design. These findings underscore the critical role of building shape in ZEB performance and provide valuable insights for future urban planning and energy-efficient building designs. © 2025 IEEE.",BIM; Building Design; Building Geometry; Building Information Modeling; Building Operation; Building Performance; Energy Analysis; Reconstruction; Renewable Energy; Restoration; Retrofit; Smart Cities; Sustainability; Urban Planning; Zero Energy Building; Sustainability BIM Building Information Modeling Building Performance Renewable Energy Reconstruction Building Operation Retrofit Building Design Building Geometry Urban Planning Smart Cities Zero Energy Building Energy Analysis Restoration,A_nucleo_forte,sim,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,4,RQ0;RQ1;RQ2;RQ5,12,analise_central,RQ0=TRUE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=FALSE; RQ5=TRUE; n_rqs=4; score=12; estrato_resumo=A_nucleo_forte; uso=analise_central
REG_06494,2024,Scopus|WoS,10.1080/23744731.2024.2351310,The applications of building information modeling in the life-cycle of green buildings: a comprehensive review,"Previous research indicates that Building Information Modeling (BIM) serves as a digital platform for integrating pertinent data across all stages of construction, enhancing data management capabilities. This is notably crucial during initial investment planning and throughout project execution, facilitating efficient engineering information management, practice, quality assurance, and cost control concurrently. BIM contributes novel insights into green building development while posing significant challenges. The complexity of optimizing multiple performance indicators using BIM has hindered its widespread adoption in design practice, confining its application primarily to academic research. Therefore, this paper reviewed 168 previous studies from the past ten years, conducted an in-depth review and comparison, and provides suggestions for possible future research direction for BIM research. Specifically, the paper systematically reviews the application of BIM in design, construction, operation and maintenance, retrofit and demolition, and all the assessment phases of green buildings, and discusses the advantages of the BIM application in green buildings as well as an analysis of the current research gaps. This research enhances practitioners’ understanding of BIM and green buildings’ current trends and development status. It elucidates BIM's role in fostering green building development, guiding future industry professionals and researchers in effectively integrating BIM into sustainable construction practices. © Copyright © 2024 ASHRAE.",BIM-BASED FRAMEWORK ENERGY PERFORMANCE FACILITIES MANAGEMENT FAULT-DETECTION INDOOR NAVIGATION SAFETY MANAGEMENT DEMOLITION WASTE THERMAL COMFORT INTEGRATING BIM CONSTRUCTION,A_nucleo_forte,sim,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,4,RQ0;RQ1;RQ2;RQ5,12,analise_central,RQ0=TRUE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=FALSE; RQ5=TRUE; n_rqs=4; score=12; estrato_resumo=A_nucleo_forte; uso=analise_central
REG_03534,2020,Scopus,10.1109/ieem45057.2020.9309951,Digital twin-based framework for green building maintenance system,"This study analyses the characteristics and theoretical basis of green building maintenance system (GBMS) and proposes a digital twin(DT)-based framework for GBMS (DT-GBMS). This framework helps operation teams solve the problem of insufficient informatization and automatic management ability of green building maintenance. Besides, the structure of DT-GBMS is designed in detail according to practical usage. Finally, a prototype based on Bentley Systems software is developed by using 3D laser scanner and sensors to verify the feasibility of the proposed framework. The results indicate that the DT-GBMS can reflect the accurate and real-time status of green buildings and is able to improve the efficiency of green building maintenance by automatic management.  © 2020 IEEE.",Digital twin; Green building; Maintenance system,B_nucleo_descritivo,parcial,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,RQ0;RQ1;RQ5,7,analise_secundaria,RQ0=TRUE; RQ1=TRUE; RQ2=FALSE; RQ3=FALSE; RQ4=FALSE; RQ5=TRUE; n_rqs=3; score=7; estrato_resumo=B_nucleo_descritivo; uso=analise_secundaria
REG_04173,2019,Scopus,10.1088/1755-1315/296/1/012037,Environmental consequences of refurbishment vs. demolition and reconstruction: A comparative life cycle assessment of an Italian case study,"In the building sector, the new standards for energy efficiency are reducing the energy consumption and the carbon emissions for building operation to nearly zero. As a result, the greenhouse gases emissions and related environmental impacts from materials production, and especially insulation, are becoming dominant. In the next future, most of building stock is expected to be refurbished and a great amount of construction materials will be consequently required. A relevant share of waste is generated from building construction and demolition and limiting the volume is a priority of the EU community. In this work the renovation of industrial buildings in a dismissed area located in Lecco, Italy, was considered as case study. Five alternative construction systems for renovating the building envelopes were assumed, and a life cycle assessment (LCA) adopted in order to measure the environmental impact of each alternative. The results where compared with a scenario which includes demolition and reconstruction of a similar building with the same net volume and thermal resistance. The results showed that timber and concrete are the most valuable materials to rebuild the structures in case of demolition, contrarily to steel which leads generally to higher environmental impacts, except land use. Refurbishment scenarios generally account for a lower global warming potential (GWP) even if demolition, waste treatment and benefit from recycling/reuse are taken into account. © 2019 IOP Publishing Ltd. All rights reserved.",,A_nucleo_forte,sim,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,RQ2;RQ4,7,analise_secundaria,RQ0=FALSE; RQ1=FALSE; RQ2=TRUE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=2; score=7; estrato_resumo=A_nucleo_forte; uso=analise_secundaria
REG_06286,2024,Scopus,10.1002/eqe.4154,Probabilistic life-cycle environmental impact of conventional and emerging steel frames in seismic zones,"This paper presents a comprehensive framework for life-cycle carbon emission assessment of steel frame structures in seismic zones, with a particular focus on emerging self-centering steel structures with reduced residual deformation and enhanced seismic resilience. The proposed framework is illustrated through a life-cycle embodied carbon (EC) emission study on an office building located at Los Angeles, USA. Different structural bracing systems are considered for comparison, namely, conventional concentrically braced frame (CBF), bucking-restrained braced frame (BRBF), and self-centering braced frames (SCBFs). The life cycle assessment (LCA) of EC emissions mainly involves four phases: (1) components manufacturing phase, (2) construction phase, (3) operation and maintenance phase, and (4) EC emissions related to seismic hazard. For the last stage, the engineering demand parameter (EDP) is obtained through incremental dynamic analysis (IDA), and combined with the fragility function and the seismic risk curve to obtain the expected EC emissions related to seismic hazard over the life cycle. Among other findings, the results show that: (1) In the manufacturing process, the EC emissions of the emerging SCBFs are slightly increased (by up to 1.4%) compared with the two other conventional steel frames. (2) During the construction, operation, and maintenance phases, there is no difference in the EC emissions for the different structural systems. (3) The EC emissions related to potential seismic risk are reduced by up to 65.3% when the proposed self-centering structural system (P-SCBF) is used. (4) Compared with the CBF, the total EC emission over a 100-year lifespan can be reduced by up to 14.6% when the P-SCBF is used. Due to the limited deformation capacity of braces, the EC emissions of CBF and BRBF are more sensitive to increases in the intensity measure (IM). Since a building becomes difficult to repair when the maximum residual inter-story drift exceeds 0.5%, BRBF and CBF are more susceptible to demolition due to unacceptable residual deformation, leading to higher EC emissions. The EC reduction efficiency of the emerging steel frames become more remarkable with increasing life span. © 2024 John Wiley & Sons Ltd.",embodied carbon (EC) emission; environmental impact; life cycle assessment (LCA); self-centering brace; steel frame,B_nucleo_descritivo,parcial,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4,RQ0;RQ1;RQ2;RQ4,8,analise_secundaria,RQ0=TRUE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=4; score=8; estrato_resumo=B_nucleo_descritivo; uso=analise_secundaria
REG_03901,2020,Scopus|WoS,10.1016/j.scs.2019.101804,Development and application of municipal residential buildings facilities management model,"The aim of this study is to develop a method for managing municipal residential buildings. The developed model encompasses a system of requirements for the buildings, the assessment of the compliance of the buildings with the set requirements, the rating of the buildings based on their compliance with the applicable requirements and the assessment of the decision-making on alternative possibilities of real estate (RE) management. To achieve these targets, a criteria system for the assessment of municipal residential buildings based on construction regulations, municipal functions and public administration requirements was developed. The significance of the compliance of the buildings with these requirements was determined. The model was applied in practice to assess the social housing of Kaunas Municipality, in Lithuania. The suitability of the model to prioritize the alternative facilities was substantiated by the received objective and qualitative indicators of building assessment, data processing using recognized methods of analysis, economic calculations and the suitability of the received results for use in the decision-making process. This study aims to deliver a comprehensive sustainability management assessment tool which could potentially be employed in the case of building stocks. © 2019 Elsevier Ltd",Analytic Hierarchy Process; Management model; Real estate; Residential buildings; Sustainability; Sustainability Management model Real estate Residential buildings Analytic Hierarchy Process PROPERTY ASSET MANAGEMENT INNOVATION,B_nucleo_descritivo,parcial,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5,RQ0;RQ1;RQ2;RQ3;RQ4,10,analise_secundaria,RQ0=TRUE; RQ1=TRUE; RQ2=TRUE; RQ3=TRUE; RQ4=TRUE; RQ5=FALSE; n_rqs=5; score=10; estrato_resumo=B_nucleo_descritivo; uso=analise_secundaria
REG_00362,2017,Scopus,10.1016/j.enbuild.2017.09.056,"Mining electrical meter data to predict principal building use, performance class, and operations strategy for hundreds of non-residential buildings","This study focuses on the inference of characteristic data from a data set of 507 non-residential buildings. A two-step framework is presented that extracts statistical, model-based, and pattern-based behavior. The goal of the framework is to reduce the expert intervention needed to utilize measured raw data in order to infer information such as building use type, performance class, and operational behavior. The first step is temporal feature extraction, which utilizes a library of data mining techniques to filter various phenomenon from the raw data. This step transforms quantitative raw data into qualitative categories that are presented in heat map visualizations for interpretation. In the second step, a random forest classification model is tested for accuracy in predicting primary space use, magnitude of energy consumption, and type of operational strategy using the generated features. The results show that predictions with these methods are 45.6% more accurate for primary building use type, 24.3% more accurate for performance class, and 63.6% more accurate for building operations type as compared to baselines. © 2017 Elsevier B.V.",Building performance; Data mining; Energy efficiency; Performance classification; Smart meters,A_nucleo_forte,sim,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,RQ2;RQ4,7,analise_secundaria,RQ0=FALSE; RQ1=FALSE; RQ2=TRUE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=2; score=7; estrato_resumo=A_nucleo_forte; uso=analise_secundaria
REG_02137,2011,Scopus,10.1061/41182(416)82,Using laser scanning to access the accuracy of as-built BIM,"The growth of laser scanning and building information modeling (BIM) has impacted the process by which we document facilities. However, despite rapid advances in scanning technology, there still remains a great disconnect between the data derived from laser scans and the creation of functional as-built BIM to be used in the operation and maintenance phase of a building's life cycle. Even with the paradigm shift to BIM-centered processes, the question still remains as to how owners can be assured of the accuracy of their as-built models and supplemental documentation. This paper addresses some of the current methods used to capture and update existing facility information and also reviews several laser scanning applications currently being developed. Based on existing 2D as-built documentation available for a campus facility, a 3D BIM was created post construction. Then, using point-cloud data from a small area of the building, a case study was conducted to assess the accuracy and value of updating the previously generated BIM to better represent the as-is conditions. © 2011 ASCE.",Building information models; Imaging techniques,B_nucleo_descritivo,parcial,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,RQ1;RQ2;RQ4,5,analise_secundaria,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=3; score=5; estrato_resumo=B_nucleo_descritivo; uso=analise_secundaria
REG_03910,2020,Scopus,10.1007/978-981-13-9528-4_99,Towards Zero Emission Residential Buildings (ZEBs) in a Humid Subtropical Climate. Analysis Emissions from Energy Use and Embodied Emissions from Materials in Referential Locations According to Obligatory Residential Energy Codes and Using Generic LCA Data Sources,"The primary objective of this paper is to investigate whether is it possible to achieve a zero greenhouse gas emission residential building (ZEB) operating in a humid subtropical climate. Sydney, Atlanta, Shanghai and New Delhi, recognised as main regional policymaker centres, were included in the scope of analysis as referential locations. Calculations of annual energy consumption, embodied emissions from production (A1-A3) and replacement (B4) of construction materials, as well as on-site renewable energy production, were performed on the basis of mandatory energy standards, building performance simulations and generic, process-based life cycle data. All calculations were based on a single-family building model with timber construction. All building’s thermal energy demands are provided by electrical air-to-water heat pump with a backup from an electric coil heater. Additionally, the roof-mounted photovoltaic system is used specifically to reduce GHG emission from building operation and materials. The preliminary results of this study show that zero emission ambition level for residential building is obtained in Sydney and Atlanta, where mandatory energy codes enforced high standards of building energy performance. The paper presents and discusses the results of the environmental impact for a model residential building in each of the specific humid subtropical climate locations. Additionally, general adjustments of the energy codes requirements that could enable higher ZEB ambitions are proposed. © 2020, Springer Nature Singapore Pte Ltd.",Energy policy; Humid subtropical climate; Zero emission residential building,A_nucleo_forte,sim,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,RQ2;RQ4;RQ5,9,analise_secundaria,RQ0=FALSE; RQ1=FALSE; RQ2=TRUE; RQ3=FALSE; RQ4=TRUE; RQ5=TRUE; n_rqs=3; score=9; estrato_resumo=A_nucleo_forte; uso=analise_secundaria
REG_05320,2025,Scopus,10.1108/978-1-83662-376-2,Sustainable Maintenance Strategies for Government Office Buildings in Emerging Economies,"Provision of infrastructure development continues to be a great concern in emerging economies, particularly in ensuring sustainable growth through business continuity, and human development. The functionality and reliability of existing infrastructure is nowhere close to the aspirations of the global infrastructure initiative, thus affecting the rate at which services can be delivered to the public. Lack of understanding on the requirements of maintenance management has exacerbated the reliability of this infrastructure, particularly public office buildings. The expertly curated chapters provide an unambiguous perspective on the practice requirements of maintenance management for public office buildings. Perspectives shared in the book include but not limited to maintenance principles and practice specifications for public asset management. Facility management is mostly to benefit from the perspectives deliberated in the book. More so, government institutions and regulatory bodies will also benefit from the findings of the book regarding practice requirements of maintenance management for public office buildings. The book further contributes towards expanding the existing body of knowledge in the field of maintenance management for public buildings.. © 2025 Khotso Dithebe, Clinton Ohis Aigbavboa, Wellington Didibhuku Thwala, and Bhaven Naik. All rights reserved.",,B_nucleo_descritivo,parcial,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,RQ1;RQ4;RQ5,5,analise_secundaria,RQ0=FALSE; RQ1=TRUE; RQ2=FALSE; RQ3=FALSE; RQ4=TRUE; RQ5=TRUE; n_rqs=3; score=5; estrato_resumo=B_nucleo_descritivo; uso=analise_secundaria
REG_09539,2015,WoS,,A study on the energy sustainability of the kinetic building envelopes,"Recently, kinetic building envelope has been an emerging technology as an innovative way to control exterior building environment, but products from many researches about the facade could not been reached to the industrialization so far. That is because its initial installation, operation and maintenance costs are still too high to use for the practical field, although buildings using kinetic envelopes could decrease their energy consumption significantly. This narrow point of view needs to be reconsidered, since buildings require great amount of energy to run their functions through the whole life and using better building components can lead to achieve much more benefits in aspects of the Lifecycle Cost (LCC). This study aims to suggest a standard type of the kinetic envelope as a prototype and to reveal its energy efficiency by a series of building performance simulations.",kinetic envelope building facade Building Information Modeling (BIM) energy simulation building sustainability,B_nucleo_descritivo,parcial,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,RQ1;RQ2;RQ3,6,analise_secundaria,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=TRUE; RQ4=FALSE; RQ5=FALSE; n_rqs=3; score=6; estrato_resumo=B_nucleo_descritivo; uso=analise_secundaria
REG_03863,2020,Scopus,,A study on quality of cost data in life cycle cost analysis of maintenance during the in-use phases of university building,"Life Cycle Cost (LCC) analysis is an economic assessment technique that can help building owners to determine the most optimum total cost of maintaining the building and to compare the most cost-effective of mutually exclusive alternatives by discounting the future cost to today’s value. However, many commentators pointed out that the key setback of implementing LCC technique is the difficulty on identifying and procuring quality and reliable data, which can be used as inputs into the process of producing a complete and reliable LCC analysis. The objective of this paper is to present the outcomes of the study on the quality of cost data as inputs for LCC analysis of maintenance during the in-use phases of university building. The methodology employed for the study is a qualitative research strategy that comprises of literature review and semi-structured interview. The quality of cost data of the operation and maintenance cost of the university building was studied to determine the readiness of the cost data as inputs into the process of producing a comprehensive and reliable LCC analysis of maintenance during the in-use phases for the university building maintenance management practice. The semi-structured interview was carried out with the identified group of people that have knowledge, skills or experience in the field of university building maintenance practice with the objectives to obtain feedback and opinions on the state of data quality, and to identify strategies that can be recommended to improve the quality of data for the practice of LCC analysis of maintenance during the in use-phases of university building. The results have established that the operation and maintenance cost data of the university building are not readily available, accessible, current and reliable to be used as inputs in producing a comprehensive and reliable LCC analysis of maintenance during the in-use phases of university building. To overcome this setback, the majority of the interviewees recommended there is a need to develop an appropriate methodology encompasses with strategies that can improve the quality of data in effort to produce a comprehensive and reliable LCC analysis of maintenance during the in-use phases of university building. © 2020, Construction Research Institute of Malaysia. All rights reserved.",Cost data; Life Cycle Cost (LCC); Quality; University building maintenance,A_nucleo_forte,sim,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,RQ1;RQ2;RQ4,8,analise_secundaria,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=3; score=8; estrato_resumo=A_nucleo_forte; uso=analise_secundaria
REG_01990,2012,Scopus,10.4028/www.scientific.net/amr.433-440.957,"Integration of ""green building ""into residence districts - Take the design of the Yushan Huafu Home Community for example","In the green building concept, not only do the influences of the local climate, architectural form, usage mode, facilities condition, construction process, building materials and access management on the external environment as well as the comfortable and healthy internal environment are taken into account, but also the different interests of investors, users, design, installation, operation and maintenance personnel are integrated. In other words, the relationship among the lasting design, favorable environment and beneficiaries must be balanced and interactive, and hence the optimal greening effect can be accomplished. From this point of view, the green building can balance and coordinate the different needs and energy dependences between the internal and external environments and the users, and hence the buildings and the environments can be melted together naturally. In this paper, the author studies the whole process of integrating the ""green building"" into residence districts by the Yushan Huafu Home Community for example. © (2012) Trans Tech Publications, Switzerland.",Environmental balance; Green building; Home community design,B_nucleo_descritivo,parcial,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,RQ1;RQ2;RQ4,5,analise_secundaria,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=3; score=5; estrato_resumo=B_nucleo_descritivo; uso=analise_secundaria
REG_08190,2010,Scopus,10.1057/jba.2009.21,Discussion of proactive maintenance strategies in façades' coatings of social housing,"Façades should meet the users' needs, assuring a good global performance during their service life. Proactive maintenance is becoming increasingly crucial to the rational management of buildings and to reducing global expenses. It offers clear advantages over reactive maintenance, that is interventions which take place after several complaints or in emergencies. Proactive maintenance of building elements helps to create mechanisms to prevent and / or control their deterioration, through the implementation of maintenance actions that are both reliable and economic. This paper discusses a technical and economic analysis that compares three proactive strategies (preventive, predictive and improvement) for two types of coatings typically used in maintenance interventions of façades of social housing units in Lisbon: emulsion, and elastomeric coatings. Finally, crucial parameters to reduce the uncertainty and ensure the reliability of technical and economic analyses for each maintenance strategy are established and discussed. This methodology, the result of 2 years' academic research ( Flores, 2002 ), is intended to help clients, users, practitioners (especially maintenance managers) and decision-makers in their choice of façade intervention (type, frequency and cost estimate) at the buildings' design and post-occupancy phases. © 2010 Macmillan Publishers Ltd.",Building envelope; Coating; Life-cycle cost; Maintenance costs; Painting,B_nucleo_descritivo,parcial,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,RQ1;RQ2;RQ4,5,analise_secundaria,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=3; score=5; estrato_resumo=B_nucleo_descritivo; uso=analise_secundaria
REG_04562,2026,Scopus,10.1108/jchmsd-04-2026-0267,"From restoration to circular care: maintenance, repair and material continuity in sustainable heritage management","Purpose – This article develops the Circular Care Framework for sustainable heritage management. It connects maintenance, repair, material continuity, embodied carbon preservation and social-managerial care to show how heritage sustainability can be understood as a continuous practice of care and resource responsibility alongside restoration, adaptive reuse and energy upgrading. Design/methodology/approach – The article adopts a targeted structured conceptual review and framework development approach. It synthesizes literature across sustainable heritage management, circular economy and the built environment, maintenance, repair and preventive conservation and embodied carbon, material continuity and building life-cycle thinking. Findings – The conceptual synthesis identifies eight interrelated decision domains: retention, repair, maintenance, reversibility, adaptability, material continuity, embodied carbon preservation and social-managerial care. The framework positions circular care as a life-cycle-oriented decision logic that connects conservation ethics with resource and carbon responsibility. Research limitations/implications – As a conceptual framework, the Circular Care Framework requires future empirical testing to validate its practical applicability in heritage buildings, historic urban areas, adaptive reuse projects and maintenance management processes. Originality/value – The article contributes an integrative conceptual framework that positions maintenance, repair and material continuity as core sustainability practices in heritage management rather than as secondary technical operations. © Emerald Publishing Limited",Circular care; Conservation ethics; Embodied carbon; Heritage governance; Maintenance; Material continuity; Repair; Sustainable heritage management,B_nucleo_descritivo,parcial,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,RQ0;RQ1;RQ4;RQ5,8,analise_secundaria,RQ0=TRUE; RQ1=TRUE; RQ2=FALSE; RQ3=FALSE; RQ4=TRUE; RQ5=TRUE; n_rqs=4; score=8; estrato_resumo=B_nucleo_descritivo; uso=analise_secundaria
