id_unico,ano,bases_origem,doi,titulo,resumo,palavras_chave,tipo_aplicacao,dados_utilizados,resultado_principal,lacuna_identificada,resumo_suficiente_para_extracao,estrato_uso_resumo,entra_sintese_analitica_forte,entra_mapeamento_descritivo,justificativa_reavaliacao_resumo
REG_08313,2019,Crossref,10.3390/su11236872,Energy and Economic Analysis of Tropical Building Envelope Material in Compliance with Thailand’s Building Energy Code,"The building envelope has a direct impact on the overall energy consumption of a building. Thus, an improvement in the building envelope using energy-efficient material can yield the desired energy performance. This study is based on the materials and compositions used in building envelopes in compliance with the building energy code of Thailand. The building under study is an educational building located in Bangkok, Thailand. Both the energy and the economic aspects of retrofitted building envelopes are discussed in this study. The energy performance was evaluated by calculating the thermal transfer value and whole building energy consumption using the building energy code (BEC) software. The simulation was done under the assumption that the building envelope in the case study building was retrofitted with different materials and compositions. The study determines the feasibility of retrofitting buildings using energy-efficient material by utilizing the discounted payback period and internal rate of return (IRR) as indicators. The results show that retrofitted building envelopes in every case can reduce the whole building energy consumption. In the best envelope configuration, energy consumption can decrease by 65%. In addition, the economic potential is also high, with an IRR value of approximately 15% and a payback period of 23 less than nine years. These finding indicate that a building envelope made with energy-efficient material can achieve good results for both energy performance and economic feasibility.",,estudo_de_caso,nao_informado_no_resumo,The results show that retrofitted building envelopes in every case can reduce the whole building energy consumption.,nao_identificavel_pelo_resumo,sim,A_nucleo_forte,TRUE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=sim; pontos=9
REG_03843,2020,Scopus,10.14455/isec.res.2020.7(1).con-15,Application of fuzzy topsis for selecting most sustainable building wall material,"Appropriate selection of construction materials is crucial for the success of any project. Poor choice of materials can lead to higher costs during construction, higher long-term operation and maintenance expenses, and endanger humans and their surrounding environment. Since the three pillars of sustainability cover the economic, social, and environmental aspects, adoption of sustainability principles in decision making will ensure selecting the optimum construction materials. This paper presents a generic model to utilize Fuzzy Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS) principles to compare the sustainability criteria of four wall material alternatives using normalized fuzzy matrices. A case study took place in United Arab Emirates (UAE) to validate the model. Several semi-structured interviews and meetings with industry experts representing material suppliers, engineering consultants, and construction contractors took place during this research. These meetings provided six selection criteria under the three main sustainability categories, agreed-upon weight for each criteria, and evaluation of the four wall material alternatives. Results obtained from consulted experts presented Sandwich Panels as the most sustainable alternative for the case study. The developed model is generic and can be implemented on any construction project, and the alternative selection can change according to the decision-makers’ opinions and preferences. © 2020 ISEC Press.",Construction material; Green building; Multiple criteria decision making (MCDM); United Arab Emirates (UAE),estudo_de_caso,dados_de_questionario_ou_entrevista,nao_informado_no_resumo,nao_identificavel_pelo_resumo,sim,A_nucleo_forte,TRUE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=sim; pontos=9
REG_06681,2024,Scopus|WoS,10.1590/s1982-21702024000100022,3D spatio-temporal post-occupational maintenance management of high-rise residential building: a case study,"With the rise of high-rise residential buildings in urban areas, effective maintenance management is increasingly crucial. This study introduces a 3D-STBMM model that integrates 3D visualization and temporal analysis to enhance maintenance management in Malaysian high-rises. The model aims to improve decision-making, problem-solving, and resource utilization. Using digital reconstructions of maps and maintenance records from January 2020 to January 2024, the study uncovers patterns in the timing and frequency of civil and electrical maintenance activities. Civil tasks peaked in 2022 before declining, while electrical tasks showed a consistent pattern with a decrease in 2023. Spatial analysis highlights the prevalence of these activities across maintenance spread and frequency. The integrated model demonstrates potential to transform maintenance practices, enabling a data-driven, strategic approach that enhances the performance and sustainability of urban high-rise buildings. © 2024, Universidade Federal do Parana. All rights reserved.",3D visualisation; High-rise building maintenance; Predictive maintenance; Spatial analysis; spatiotemporal analysis; Temporal analysis; High-rise building maintenance 3D visualisation Temporal analysis Spatial analysis Predictive maintenance spatiotemporal analysis,estudo_de_caso,dados_historicos_ou_registros_de_manutencao,nao_informado_no_resumo,nao_identificavel_pelo_resumo,sim,A_nucleo_forte,TRUE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=sim; pontos=9
REG_03989,2020,Scopus,10.1108/jfm-07-2020-0039,"Envisioning a strategic framework to streamline building operation, sustainability and users’ disease control","Purpose: This study aims to present a strategic framework aiming to streamline building operation and sustainability issues. To make available a further contribution to respond to Coronavirus Disease 2019 (COVID-19), an operational prevention guideline relying on the level of spread risk has also been developed, primarily intended for users when accessing and circulating within common spaces of buildings in general. Design/methodology/approach: The research approach involved the development of a whole theory, essentially based on a qualitative design, by means of tree schematic representations and explanatory frames. It presents part of a model already developed (called SIAPME), although, in general, besides integrating the underlying aspects of the individual experience of daily life, it is based on insights and impressions taken from the literature review. Findings: With an identity of its own, this study offers an overview of an alternative set of well-founded and integrated strategies to improve working processes in a number of fields of the building operation function. A structured vision has thus, been provided with interest in certain key topics of the present time, such as energy management, comfort and sustainability. Still, in this context, based on a frame of knowledge gathered to date, a current, innovative and simple guidance has also been designed to help prevent the contagion of COVID-19. Research limitations/implications: The draft of procedures is part of an ambitious goal to serve as a well-founded strategic basis for the eventual development of an advanced software solution. As it is mainly limited to qualitative analysis, from which themes and generalisations have been arranged, this research may need more empirical evidence and additional work will be necessary to overcome any gaps that may be found. Practical implications: An overall assessment of this study seems to corroborate the idea that a significant impact on the developments in building operation can occur if stakeholders seek a more integrated way of management, based on cross-referencing of current issues. At a time when great uncertainties remain and knowledge advances are in full swing, the designed framework aims to be an added input towards already existing research. Furthermore, it can be seen as a valuable contribution to improving related software applications. Originality/value: The originality lies in trying to better understand how and in which aspects the general day-to-day management of building operation can be handled more effectively, sustainable and framed, following a reasoned scientific line, in addition of trying to figure out greater capacity to deal with users’ contagions, especially in the existing context of the pandemic. © 2020, Emerald Publishing Limited.",Buildings; COVID-19; Framework; Operation; Routines; Sustainability,revisao_sistematica_ou_bibliometrica,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=8
REG_03042,2021,Scopus|WoS,10.1680/jensu.21.00046,Co-creating social value in placemaking: the grand balancing act,"Social value in the built environment refers to the social impact any organisation or project in that sector makes on its many and varied stakeholders. This involves different agents, such as design and planning professionals, engineering and construction professionals and workers, trades, facilities management providers and their personnel and community groups and their members. This paper examines social value activities with a focus on placemaking and shows how in the Midlands, UK, regional strategic influence, consultant, design and planning efforts relate to the Useful Projects Social Value Maturity Framework and align with the UN Sustainable Development Goals (SDGs). The authors highlight how the agents collectively help ensure that Nottingham is one exemplar city with a direct participation structure of civil society in urban planning and management that operates regularly and democratically; how their activities help improve education, awareness-raising and human and institutional capacity on climate change mitigation, adaptation, impact reduction and early warning; and how they together ensure responsive, inclusive, participatory and representative decision making at all levels. The paper presents a transformative case study of social value in practice, which has a partnerships model at its heart, and the potential to inform future methodologies for business and community engagement to improve social outcomes  © 2022 ICE Publishing: All rights reserved.",education & training; environment; social impact; education & training environment social impact,estudo_de_caso,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=8
REG_06469,2024,Scopus,10.1016/j.istruc.2023.105831,Integrating Building Information Modeling (BIM) for optimal lifecycle management of complex structures,"A fundamental issue in the development and engineering industries is the efficient management of complex structures during their entire lifecycles. Traditional fragmented techniques have been used, and this has led to instances of poor communication and subpar performance, particularly in the context of repair and restoration initiatives. Building information modeling (BIM) emerged as a ground-breaking strategy that offers a digital representation of a building's attributes and facilitates effective collaboration among several stakeholders. The current study examines how BIM impacts complex building management throughout the course of a structure's existence. It focuses on how BIM helps to advance maintenance procedures, environmental initiatives, and project effectiveness. Exploratory factor analysis (EFA), structural equation modeling (SEM), and literature research are the three phases of the study's methodology. A thorough investigation was carried out in Pakistan's Rawalpindi and Islamabad region utilizing a quantitative technique. The poll of 159 participants produced intriguing findings. The process of EFA serves to verify constructs and questions, ensuring their reliability and validity. On the other hand, SEM is used to assess the structural relationships between variables and their impact on BIM based lifecycle management. The findings suggest that the application of BIM is favorably influenced by each phase of a project, namely Design, Construction, Operation and Maintenance, Renovation and Retrofitting, and End-of-Life Decisions. This highlights the need to implement a complete BIM strategy across all stages of a project's lifespan, which may enhance facility management, decrease expenses, and promote sustainability. The results of this study have significant consequences for professionals and politicians, highlighting the crucial need to provide incentives and regulations to promote the use of BIM in building projects. © 2024",Building Information Modeling (BIM); Complex structures; Construction efficiency; Lifecycle management; Sustainability,nao_classificavel_pelo_resumo,nao_informado_no_resumo,"The findings suggest that the application of BIM is favorably influenced by each phase of a project, namely Design, Construction, Operation and Maintenance, Renovation and Retrofitting, and End-of-Life Decisions.",nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=8
REG_02761,2022,Scopus|WoS,10.1080/13467581.2021.1942001,"Integrated LCA-LCC assessment model of offsite, onsite, and conventional construction systems","Greenhouse gases associated with energy extraction, production, and consumption are considered a major source of environmental pollution that has led to global warming and climate change. In Saudi Arabia, the building sector represents the largest domain of total energy consumption (roughly 80%) followed by the industrial and agricultural sectors. This study seeks to assess the environmental impacts and economic viability of various construction systems including prefabricated and conventional ones using models for life cycle cost (LCC) and life cycle assessment (LCA). The LCA used in this study was assigned monetary values according to the market price of CO2 and then combined with the LCC. The developed LCA-LCC therefore provides information regarding the sustainability of the construction method and may assist decision makers in public sector on the selection of the best possible construction system to minimize energy consumption, greenhouse gas emission, and environmental impact while simultaneously reducing overall life cycle costs. The highest LCC was associated with construction costs, which represented 55% to 58% of the whole LCC. The operation and maintenance costs of the project over a 50-year lifespan ranged between 25% and 27% of the overall LCC, while the environmental impact cost was found to represent approximately 17.0% to 18% of the total LCC. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group on behalf of the Architectural Institute of Japan, Architectural Institute of Korea and Architectural Society of China.",construction systems; environmental impact cost; global warming; LCA; LCC; modular system; Siporex; LCC environmental impact cost LCA construction systems modular system Siporex global warming LIFE-CYCLE ASSESSMENT ENERGY DESIGN BUILDINGS ENVELOPE,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=7
REG_01345,2014,Scopus,10.1109/icue.2014.6904197,Energy sustainability through domestication of energy technologies in third world countries in Africa,"Access to reliable and adequate energy is a compulsory step to industrialization, improving the living standards of the people, enhancing safety and security, and preserving a healthy environment. Energy plays a fundamental role in shaping and reshaping of the human condition and is therefore essential for human survival and a major factor for economic growth. There is a strong correlation between socio-economic development and the availability of electricity. The third world countries are faced with chronic electricity problems, which are hindering economic developmental programmes, notwithstanding the availability of vast natural resources in these countries. This paper sees and discusses over dependence of foreign energy production technologies, expatriates for operation and maintenance of power facilities as major failure of energy infrastructural growth and consequent inhibitor of economic growth. It went further to suggest capacities building in the area of renewable energy especially design and fabrication of small hydro power (SHP) facilities (parts and systems) and their production technologies as a key for better energy delivery for third world countries in African economic growth. © 2014 Cape Peninsula University of Technology.",Development; domestication; Energy Infrastructure; Renewable Energy; small hydro power; strategies; sustainability; third world countries,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=7
REG_06253,2024,Scopus,10.3390/eng5030066,The Issue of Estimating the Maintenance and Operation Costs of Buildings: A Case Study of a School,"The operations and maintenance phase is typically the longest phase within the building life cycle. Proper and consistent building maintenance is imperative for several reasons, including extending the life of buildings, improving occupants’ comfort and safety, and ultimately saving on long-term costs. Budgets for maintenance should be foreseen. The costs of statutory periodic inspections, the costs of replacing worn materials and elements, the costs of periodic works and repairs, the costs of reactive maintenance and the costs of operation will be shown for the analyzed building—a school. This paper outlines the development of a 15-year maintenance plan and program for the building, covering the period from 2024 to 2038. The plan incorporates a discount rate of 3.64% and accounts for inflation when calculating costs. The present value of the costs of maintenance and operation of the building for 15 years is EUR 1,978,292.20 and the largest share of these costs is the operation cost of the building with EUR 1,599,002.18 (80.83%). A sensitivity analysis was conducted by varying the discount rate and analysis period, resulting in recalculated present values for maintenance costs. The analysis reveals a correlation of 26.73% between the present value of maintenance and operation costs over a 15-year period and the associated capital costs. © 2024 by the authors.",buildings maintenance; inflation; maintenance costs; maintenance plan; present value,estudo_de_caso,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=8
REG_03353,2021,Scopus,10.30880/ijie.2021.13.07.013,BIM Enabled Sustainable Facility Management,"The scope of facility management spans from traditional activities like repair & maintenance, health & safety, through to real estate management, financial management, change management, and even contract management, tender and procurement, construction, and demolition and disposal of the constructed facility. It therefore requires considering sustainability aspects of construction, which are better addressed through sustainable design strategies. A consolidated but holistic framework has been conceptualized to ensure sustainability in facility management, especially to practice in building and AEC (architecture, engineering and construction) sectors. Although testing and validation is needed, the conceptualized framework is expected to achieve sustainability in the relevant sectors. © Universiti Tun Hussein Onn Malaysia Publisher’s Office",Building information modelling; Conceptual framework; Facility Management; Integration; Sustainability; Sustainable design,proposta_de_framework_ou_modelo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=8
REG_01857,2012,Scopus,,Leverage smart system services technology for smart green building management,"Reducing energy requirements and greenhouse gas emissions for building operations became a critical issue in recent years. Though many different solutions have been proposed to deal with the manner, most of them only focused on how to implement IT systems to improve the building performance. In this paper, we present the Smart System Services (S3) technology that includes a set of methodologies, tools, and common platform. Then we use an example to show how to leverage S3 technology to design and implement a smart green building management solution. With S3, not only IT system implementation but also business strategy, business operation, and all the required steps from business level to IT level are all considered to achieve better agility, scalability, and reusability. © 2012 Fraunhofer IZM.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=7
REG_05151,2025,Scopus,10.26877/asset.v7i1.1005,Financial Performance Assessment of Flat Buildings Using Life Cycle Cost and Cost–Benefit Analysis,"Buildings resulting from construction projects are durable assets and decisions related to construction projects have enduring impacts. In many cases, building owners prioritize only the initial costs, such as building design, construction, and equipment costs, while neglecting the future operation and maintenance costs. This research studies life cycle costing (LCC) analysis to evaluate the financial feasibility of urban housing. The LCC calculates all the costs incurred and benefits during the building's operation. The cost is generated from construction, operational, and maintenance costs. At the same time, the benefit breaks down into flat rental costs, retail rental costs, and parking costs. The costs incurred are estimated over 25 years, and the parameters of feasibility are net Present Value (NPV), Benefit-Cost Ratio (BCR), and Internal Rate of Return (IRR). The study generates negative NPV, BCR < 1, and 0.61% of IRR. It indicates that the project is not feasible. This research gives alternatives to make the project feasible. This study employed a trial-and-error approach to ascertain the viability of investing in flat rentals by systematically adjusting rental rates. Incremental adjustments to rental rates are tested by a series of rate hikes of 50%, 100%, 150%, and 200% using a trial-and-error approach. The project will become feasible if the flat rate increases to 150-200% of the initial rental rate. © 2025, University of PGRI Semarang. All rights reserved.",Benefit-Cost Ratio; Internal Rate of Return; Life Cycle Cost Analysis; Net Present Value; Urban Residential Feasibility,nao_classificavel_pelo_resumo,nao_informado_no_resumo,It indicates that the project is not feasible.,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=8
REG_02122,2011,Scopus|WoS,10.1016/j.proeng.2011.07.200,Sustainability criteria for Industrialised Building Systems (IBS) in Malaysia,"As the sustainability awareness rises globally, the construction industry is under increasing pressure to improve efficiency and project delivery. The implementation of Industrialised Building Systems (IBS), for which utility components are built offsite, has the potential of promoting sustainability deliverables. This can be achieved by better control of production environment, minimising construction waste, using efficient building material energy, and stabilising work conditions. As a unique building technology, IBS has not been effectively implemented in Malaysia. Possible reasons may include limited understanding among stakeholders on the IBS potential and its relevance to sustainability. This warrants studies on the sustainability issues of IBS design, construction, operation and maintenance, A framework is being developed through research to assess performance criteria related to sustainability, which should be considered during IBS design and application in the most consistent and systematic way. This paper discusses how these sustainability performance criteria are examined in a continuing research project and the processes conducive to implementing sustainable IBS in Malaysia. Existing tools, indicators and guidelines are reviewed, analysed and grouped according to characteristics and application. The research also hopes to produce guidelines for stakeholders to incorporate sustainability issues and concepts into IBS applications. (C) 2011 Published by Elsevier Ltd.",Attribution; Decision-making; Industrialised Building System (IBS); Sustainability; Sustainability Industrialised Building System (IBS) attribution decision-making PERFORMANCE CONSTRUCTION PREFABRICATION INDICATORS,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=7
REG_04982,2026,Scopus,10.1007/978-3-032-10649-0_54,Automated UAV-Based Crack Detection and Measurement Using CNN and High-Resolution Image Processing,"The aging of concrete buildings raises significant safety and maintenance concerns, necessitating efficient crack detection methods. This study proposes an automated UAV-based crack detection and measurement system using deep learning and high-resolution image processing. UAVs collect images remotely, and a CNN-based YOLO model detects crack regions. These regions are enhanced using the VDSR algorithm for high-resolution transformation. Crack widths are measured via skeletonization and contour analysis, with pixel size calibrated using camera specifications. The proposed method overcomes limitations of previous approaches by enabling precise crack measurement from a safe distance. Experimental results demonstrate its ability to detect cracks as small as 0.3 mm while maintaining inspection efficiency. This integration of UAVs and AI enhances building maintenance reliability and sustainability. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",Building crack; Convolutional Neural Network; UAV; VDSR; YOLO,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=7
REG_03457,2021,Scopus,10.1108/jfm-12-2020-0094,Facilities technology management framework for public health-care institutions in a developing country,"Purpose: This study aims to develop a Facilities technology management framework for public health-care institutions in a developing country. Design/methodology/approach: The study used descriptive research design to identify the specifications of the framework via strategic initiatives anchored on efficiency, sustainability, ecological-friendliness and technological innovation. These measures are wrapped into a facilities TM framework which incorporates concepts and practices on risk management, facility management (FM) and TM. Findings: Results of the survey of the public HCIs in the Philippines, show high levels of acceptability of proposed measures which identify the technologies, innovations and materials which are in the viable context of public hospital circumstances in the country. Research limitations/implications: The findings of this study are limited to the public HCIs in a developing country, and thus cannot be generalized to other HCIs particularly the private institutions. Practical implications: The framework seeks to help improve the operational efficiency and sustainability of public HCIs in a developing country like the Philippines. The discussions on TM revolve around the application of TM approaches. Also, the study incorporates discussions on sustainability, technology innovation and the conformity of these with HCI standards, best practices and government requirements. Social implications: The study takes into consideration the identification of FM principles and practices that are deemed suitable and applicable for public HCIs in a developing country. This study is intended to develop a TM framework for FM services which is cost-effective but not sacrificing safety, security, employees and the environment. Then the foremost consideration is the perceived suitability of the framework in the public HCI environment. Originality/value: This is an original study. It has as its scope the fusion of FM and TM approaches that would help in the identification of challenges, requirements for manpower, processes and technologies (especially, information and communications technolog-based technologies), and a corresponding TM system framework for public HCI facilities in a developing country. © 2021, Emerald Publishing Limited.",Developing country; Facility; Framework; Health sectors; Management; Technology,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=7
REG_07241,2023,Scopus,10.1109/iceeict56924.2023.10157626,Facilities Management Information System with Data Analytics and Visualization,"This study aimed to develop a Facilities Management Information System (FMIS) to predict the most frequently requested and severe cases of facilities management services involving carpentry, plumbing, electrical, and cooling services using the J48 algorithm, as well as predict the satisfaction of condominium owners with the overall quality of work with the use of the logistic regression algorithm. The study used descriptive and developmental methods, including systems development life cycle methods and the Hypertext Preprocessor (PHP), to develop the web-based FMIS. J48 method was used to generate the tree model from the preformatted data during the training phase using Weka as a tool to predict severe cases and most requested services. It was compared with the RepTree algorithm. Following the testing phase, 10-fold cross-validation was used. J48 has a higher accuracy rate of 99.7473%. Moreover, the overall quality of work out of the facility management services was predicted using the logistic regression algorithm with Python as a tool to predict the satisfaction of unit owners with the quality of work delivered by the service providers. It was compared with the decision tree algorithm. Logistic Regression has a higher accuracy rate of 91.86%. Using the Technology Acceptance Model (TAM), all ratings under different categories fall under the 'Extremely Satisfied' description with a 5.47 mean based on the 6- Likert Scale interpretation. This suggests that the majority of the respondents are extremely satisfied with the functionality and usefulness of the developed FMIS. © 2023 IEEE.",data analytics; facilities management information systems; J48; logistic regression; visualization,nao_classificavel_pelo_resumo,dados_de_questionario_ou_entrevista,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=8
REG_02284,2010,Scopus,,Design and performance of,"Aerated floor systems were incorporated into the design of several newly constructed buildings, including two homes in the Southwest and a community center in the Rocky Mountain region, to provide an under-slab void network that could be vented for vapor intrusion control. Compared to a conventional slab on grade liner and granular venting layer designs, the aerated floor system was selected to allow more efficient movement of ventilation air, increasing the potential for passive air flows to adequately dilute sub-slab gas concentrations and protect indoor air. Passive mitigation avoids electrical and other operation and maintenance costs associated with electric fans (active systems), resulting in a more sustainable and ""green"" remediation system. Air flow and pressure measurements were taken at these sites to determine how well the aerated flooring system performed under normal and wind pressure gradients, induced gradients using whirlybird fans, solar powered fans and using traditional radon blowers. Based on the data collected, wind-driven gradients can provide sufficient ventilation to dilute moderate sub-slab concentrations to predictable and acceptable levels with a reasonable number of riser pipes. The addition of a radon fan allowed depressurization of the under-slab void network and conversion to a mitigation system that could address higher concentration conditions.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=7
REG_06299,2024,Scopus,10.1108/ecam-05-2022-0457,Development of a significant index model for assessing heritage building maintenance management challenges,"Purpose: The paper aims to identify the critical constraints that impede heritage building (HB) facility managers from discharging their duties effectively and develop an index model to guide HB maintenance management (HBMM) practitioners to the critical constraints. Design/methodology/approach: A literature review was conducted to identify HBMM constraints. Facilty management practitioners assessed the constraints' significance through an online survey. The factor analysis was used to shortlist and group the constraints, and the constraint clusters were analyzed by the fuzzy synthetic evaluation technique. A significant index cluster to determine HBMM constraints criticality was generated using the linear additive model. Findings: Embracing a total of 16 HBMM constraints, the three clusters identified are: (1) managerial and inadequacy constraints, (2) pressure and bureaucracy constraints and (3) HB peculiarities constraints. Based on the generated significant index, the HB peculiarities cluster was identified as the most significant. Research limitations/implications: The study was conducted in a particular jurisdiction, limiting the generalizability of the result. Future research should address this limitation by covering more jurisdictions. Practical implications: The significant index model (SIM) developed enables HBMM practitioners to objectively assess the criticality of HB constraints and facilitates them to effectively strategize and allocate resources for HBMM. Originality/value: The SIM, which transforms subjective judgment into the objective assessment of the HBMM constraints' criticality, can assist practitioners, policymakers and other HBMM stakeholders in implementing strategies for the sustainability of HBs. © 2023, Emerald Publishing Limited.",Facility management; Fuzzy synthetic evaluation; Heritage buildings; Maintenance; Significant index,revisao_sistematica_ou_bibliometrica,nao_informado_no_resumo,nao_informado_no_resumo,Future research should address this limitation by covering more jurisdictions.,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=9
REG_02491,2022,Scopus,10.1097/hap.0000000000000147,The Value of Sound Environmental Practices in Healthcare Facilities Management,"The time has come for healthcare organizations to improve their efforts regarding their impact on the environment, particularly on the communities they serve. For years, healthcare has been at the forefront in addressing social needs with public health initiatives but has lagged on environmental concerns. By carefully reviewing their energy usage and aging infrastructures, healthcare leaders and their facility managers can do a better job of controlling healthcare's environmental impact. Green practices are key indicators of an organization's ethically focused sustainability efforts. So, while healthcare has traditionally focused on its social impact-providing healthcare services is, after all, inherently social-it must expand its community engagement by considering the environmental impact of hospitals and health systems on their communities in the context of climate change. Copyright © 2022 Foundation of the American College of Healthcare Executives.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=7
