id_unico,titulo,ano,criterio,dimensao_roteiro
REG_02540,An Integrated Fuzzy-Based Sustainability Framework for Post-Secondary Educational Buildings: A User-Perspective Approach,2022,desempenho_operacional,tecnica_operacional
REG_02540,An Integrated Fuzzy-Based Sustainability Framework for Post-Secondary Educational Buildings: A User-Perspective Approach,2022,satisfacao_usuario,social
REG_02540,An Integrated Fuzzy-Based Sustainability Framework for Post-Secondary Educational Buildings: A User-Perspective Approach,2022,informacao_dados,tecnica_operacional
REG_02568,Assessment of the Perception of Sustainability for Occupants of Residential Buildings: A Case Study in the UAE,2022,custo,economica
REG_02568,Assessment of the Perception of Sustainability for Occupants of Residential Buildings: A Case Study in the UAE,2022,satisfacao_usuario,social
REG_02568,Assessment of the Perception of Sustainability for Occupants of Residential Buildings: A Case Study in the UAE,2022,informacao_dados,tecnica_operacional
REG_02635,A thematic review on Prevention through design (PtD) concept application in the construction industry of developing countries,2022,risco,tecnica_operacional
REG_02635,A thematic review on Prevention through design (PtD) concept application in the construction industry of developing countries,2022,seguranca,social
REG_02635,A thematic review on Prevention through design (PtD) concept application in the construction industry of developing countries,2022,vida_util,tecnica_operacional
REG_02635,A thematic review on Prevention through design (PtD) concept application in the construction industry of developing countries,2022,desempenho_operacional,tecnica_operacional
REG_02635,A thematic review on Prevention through design (PtD) concept application in the construction industry of developing countries,2022,informacao_dados,tecnica_operacional
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,custo,economica
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,energia,ambiental
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,conforto,social
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,vida_util,tecnica_operacional
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,desempenho_operacional,tecnica_operacional
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,informacao_dados,tecnica_operacional
REG_03176,The Strategy of Passive Ecological Building Design Based on Guangxi's Climate Characteristics - A Case Study on the Garden Art Gallery of the 12th China (Nanning) International Garden Expo,2021,custo,economica
REG_03176,The Strategy of Passive Ecological Building Design Based on Guangxi's Climate Characteristics - A Case Study on the Garden Art Gallery of the 12th China (Nanning) International Garden Expo,2021,desempenho_operacional,tecnica_operacional
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,custo,economica
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,energia,ambiental
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,vida_util,tecnica_operacional
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,desempenho_operacional,tecnica_operacional
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,satisfacao_usuario,social
REG_03334,Evaluation of facilities management sustainable parameters for improving operational efficiency,2021,custo,economica
REG_03334,Evaluation of facilities management sustainable parameters for improving operational efficiency,2021,vida_util,tecnica_operacional
REG_03334,Evaluation of facilities management sustainable parameters for improving operational efficiency,2021,desempenho_operacional,tecnica_operacional
REG_03334,Evaluation of facilities management sustainable parameters for improving operational efficiency,2021,manutenibilidade,tecnica_operacional
REG_03349,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,2021,custo,economica
REG_03349,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,2021,risco,tecnica_operacional
REG_03349,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,2021,condicao_fisica,tecnica_operacional
REG_03349,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,2021,vida_util,tecnica_operacional
REG_03349,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,2021,desempenho_operacional,tecnica_operacional
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,energia,ambiental
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,conforto,social
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,vida_util,tecnica_operacional
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,desempenho_operacional,tecnica_operacional
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,informacao_dados,tecnica_operacional
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,custo,economica
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,risco,tecnica_operacional
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,condicao_fisica,tecnica_operacional
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,conforto,social
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,desempenho_operacional,tecnica_operacional
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,residuos,ambiental
REG_03670,Improving maintenance management practices on green building projects,2020,condicao_fisica,tecnica_operacional
REG_03670,Improving maintenance management practices on green building projects,2020,desempenho_operacional,tecnica_operacional
REG_03670,Improving maintenance management practices on green building projects,2020,informacao_dados,tecnica_operacional
REG_03670,Improving maintenance management practices on green building projects,2020,manutenibilidade,tecnica_operacional
REG_03759,Risk management in facility management for data centres: status and deficits,2020,risco,tecnica_operacional
REG_03759,Risk management in facility management for data centres: status and deficits,2020,vida_util,tecnica_operacional
REG_03759,Risk management in facility management for data centres: status and deficits,2020,desempenho_operacional,tecnica_operacional
REG_03759,Risk management in facility management for data centres: status and deficits,2020,informacao_dados,tecnica_operacional
REG_03763,A review of sustainable facility management research,2020,custo,economica
REG_03763,A review of sustainable facility management research,2020,desempenho_operacional,tecnica_operacional
REG_03763,A review of sustainable facility management research,2020,informacao_dados,tecnica_operacional
REG_03763,A review of sustainable facility management research,2020,manutenibilidade,tecnica_operacional
REG_03843,Application of fuzzy topsis for selecting most sustainable building wall material,2020,custo,economica
REG_03843,Application of fuzzy topsis for selecting most sustainable building wall material,2020,desempenho_operacional,tecnica_operacional
REG_03844,Application of fuzzy topsis for selecting most sustainable building wall material,2020,custo,economica
REG_03844,Application of fuzzy topsis for selecting most sustainable building wall material,2020,desempenho_operacional,tecnica_operacional
REG_04015,Energy-efficient retrofitting of multi-storey residential buildings,2020,custo,economica
REG_04015,Energy-efficient retrofitting of multi-storey residential buildings,2020,energia,ambiental
REG_04015,Energy-efficient retrofitting of multi-storey residential buildings,2020,desempenho_operacional,tecnica_operacional
REG_04015,Energy-efficient retrofitting of multi-storey residential buildings,2020,emissoes_carbono,ambiental
REG_04052,Forecasting repair schedule for building components based on case-based reasoning and fuzzy-AHP,2019,custo,economica
REG_04052,Forecasting repair schedule for building components based on case-based reasoning and fuzzy-AHP,2019,condicao_fisica,tecnica_operacional
REG_04052,Forecasting repair schedule for building components based on case-based reasoning and fuzzy-AHP,2019,desempenho_operacional,tecnica_operacional
REG_04052,Forecasting repair schedule for building components based on case-based reasoning and fuzzy-AHP,2019,informacao_dados,tecnica_operacional
REG_04052,Forecasting repair schedule for building components based on case-based reasoning and fuzzy-AHP,2019,manutenibilidade,tecnica_operacional
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,custo,economica
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,risco,tecnica_operacional
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,seguranca,social
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,desempenho_operacional,tecnica_operacional
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,informacao_dados,tecnica_operacional
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,manutenibilidade,tecnica_operacional
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,qualidade_servico,tecnica_operacional
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,custo,economica
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,risco,tecnica_operacional
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,condicao_fisica,tecnica_operacional
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,seguranca,social
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,vida_util,tecnica_operacional
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,desempenho_operacional,tecnica_operacional
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,agua,ambiental
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,informacao_dados,tecnica_operacional
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,manutenibilidade,tecnica_operacional
REG_04126,Early decision-making for school building renovation,2019,condicao_fisica,tecnica_operacional
REG_04126,Early decision-making for school building renovation,2019,energia,ambiental
REG_04126,Early decision-making for school building renovation,2019,conforto,social
REG_04163,LCC estimation model: A construction material perspective,2019,custo,economica
REG_04163,LCC estimation model: A construction material perspective,2019,energia,ambiental
REG_04163,LCC estimation model: A construction material perspective,2019,vida_util,tecnica_operacional
REG_04163,LCC estimation model: A construction material perspective,2019,desempenho_operacional,tecnica_operacional
REG_04163,LCC estimation model: A construction material perspective,2019,informacao_dados,tecnica_operacional
REG_04203,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,2019,risco,tecnica_operacional
REG_04203,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,2019,condicao_fisica,tecnica_operacional
REG_04203,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,2019,vida_util,tecnica_operacional
REG_04203,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,2019,desempenho_operacional,tecnica_operacional
REG_04203,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,2019,residuos,ambiental
REG_04203,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,2019,informacao_dados,tecnica_operacional
REG_04203,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,2019,manutenibilidade,tecnica_operacional
REG_04225,Determining a conceptual framework for safe and sustainable health-care waste management (SSHCWM) implementation in health-care facilities,2019,seguranca,social
REG_04225,Determining a conceptual framework for safe and sustainable health-care waste management (SSHCWM) implementation in health-care facilities,2019,desempenho_operacional,tecnica_operacional
REG_04225,Determining a conceptual framework for safe and sustainable health-care waste management (SSHCWM) implementation in health-care facilities,2019,residuos,ambiental
REG_04225,Determining a conceptual framework for safe and sustainable health-care waste management (SSHCWM) implementation in health-care facilities,2019,informacao_dados,tecnica_operacional
REG_04305,Examining sustainability indicators of space management in elderly Facilities—a case study in China,2019,custo,economica
REG_04305,Examining sustainability indicators of space management in elderly Facilities—a case study in China,2019,risco,tecnica_operacional
REG_04305,Examining sustainability indicators of space management in elderly Facilities—a case study in China,2019,desempenho_operacional,tecnica_operacional
REG_04305,Examining sustainability indicators of space management in elderly Facilities—a case study in China,2019,residuos,ambiental
REG_04305,Examining sustainability indicators of space management in elderly Facilities—a case study in China,2019,informacao_dados,tecnica_operacional
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,custo,economica
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,risco,tecnica_operacional
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,seguranca,social
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,desempenho_operacional,tecnica_operacional
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,informacao_dados,tecnica_operacional
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,risco,tecnica_operacional
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,conforto,social
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,desempenho_operacional,tecnica_operacional
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,residuos,ambiental
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,satisfacao_usuario,social
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,informacao_dados,tecnica_operacional
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,custo,economica
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,risco,tecnica_operacional
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,condicao_fisica,tecnica_operacional
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,energia,ambiental
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,seguranca,social
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,vida_util,tecnica_operacional
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,emissoes_carbono,ambiental
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,agua,ambiental
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,informacao_dados,tecnica_operacional
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,custo,economica
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,risco,tecnica_operacional
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,seguranca,social
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,desempenho_operacional,tecnica_operacional
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,informacao_dados,tecnica_operacional
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,custo,economica
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,condicao_fisica,tecnica_operacional
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,energia,ambiental
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,vida_util,tecnica_operacional
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,desempenho_operacional,tecnica_operacional
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,emissoes_carbono,ambiental
REG_04758,Sustainable facilities management: a sociotechnical system perspective and a review of the literature,2026,desempenho_operacional,tecnica_operacional
REG_04758,Sustainable facilities management: a sociotechnical system perspective and a review of the literature,2026,informacao_dados,tecnica_operacional
REG_04759,Factors influencing IoT adoption for sustainable facilities management in Saudi Arabia: a stakeholder assessment,2026,desempenho_operacional,tecnica_operacional
REG_04759,Factors influencing IoT adoption for sustainable facilities management in Saudi Arabia: a stakeholder assessment,2026,informacao_dados,tecnica_operacional
REG_04813,"Improving the performance of green office buildings in mainland China through facility management under the ""dual carbon"" goals",2026,desempenho_operacional,tecnica_operacional
REG_04813,"Improving the performance of green office buildings in mainland China through facility management under the ""dual carbon"" goals",2026,emissoes_carbono,ambiental
REG_04813,"Improving the performance of green office buildings in mainland China through facility management under the ""dual carbon"" goals",2026,informacao_dados,tecnica_operacional
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,custo,economica
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,condicao_fisica,tecnica_operacional
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,vida_util,tecnica_operacional
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,desempenho_operacional,tecnica_operacional
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,informacao_dados,tecnica_operacional
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,custo,economica
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,energia,ambiental
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,seguranca,social
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,desempenho_operacional,tecnica_operacional
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,informacao_dados,tecnica_operacional
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,custo,economica
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,condicao_fisica,tecnica_operacional
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,seguranca,social
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,vida_util,tecnica_operacional
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,desempenho_operacional,tecnica_operacional
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,informacao_dados,tecnica_operacional
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,manutenibilidade,tecnica_operacional
REG_05142,Quantifying BIM investment value: a systematic review,2025,custo,economica
REG_05142,Quantifying BIM investment value: a systematic review,2025,seguranca,social
REG_05142,Quantifying BIM investment value: a systematic review,2025,desempenho_operacional,tecnica_operacional
REG_05142,Quantifying BIM investment value: a systematic review,2025,informacao_dados,tecnica_operacional
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,conforto,social
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,desempenho_operacional,tecnica_operacional
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,satisfacao_usuario,social
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,informacao_dados,tecnica_operacional
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,qualidade_servico,tecnica_operacional
REG_05283,An in-depth analysis of facility management approaches in Nigeria's ailing healthcare sector,2025,custo,economica
REG_05283,An in-depth analysis of facility management approaches in Nigeria's ailing healthcare sector,2025,desempenho_operacional,tecnica_operacional
REG_05283,An in-depth analysis of facility management approaches in Nigeria's ailing healthcare sector,2025,informacao_dados,tecnica_operacional
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,custo,economica
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,condicao_fisica,tecnica_operacional
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,energia,ambiental
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,conforto,social
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,desempenho_operacional,tecnica_operacional
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,residuos,ambiental
REG_05371,Artificial intelligence in healthcare facilities asset information management: mixed review,2025,custo,economica
REG_05371,Artificial intelligence in healthcare facilities asset information management: mixed review,2025,condicao_fisica,tecnica_operacional
REG_05371,Artificial intelligence in healthcare facilities asset information management: mixed review,2025,desempenho_operacional,tecnica_operacional
REG_05371,Artificial intelligence in healthcare facilities asset information management: mixed review,2025,informacao_dados,tecnica_operacional
REG_05371,Artificial intelligence in healthcare facilities asset information management: mixed review,2025,manutenibilidade,tecnica_operacional
REG_05379,Offshore Wind Turbine Key Components’ Life Cycle Cost Analysis (LCCA): Specification Options in Western Australia,2025,custo,economica
REG_05379,Offshore Wind Turbine Key Components’ Life Cycle Cost Analysis (LCCA): Specification Options in Western Australia,2025,energia,ambiental
