id_unico,ano,bases_origem,doi,titulo,resumo_presente,decisao_qualitativa_final,rqs_confirmadas_leitura,rq0_confirmada,rq1_confirmada,rq2_confirmada,rq3_confirmada,rq4_confirmada,rq5_confirmada,tipo_contribuicao_artigo,criterios_identificados_leitura,metodos_decisao_identificados_leitura,contexto_edificacao_identificado_leitura,dimensoes_sustentabilidade_identificadas_leitura,lacuna_ou_limite_identificado_leitura,motivo_decisao,evidencia_curta_do_resumo,nivel_confianca_decisao,necessita_full_text_pontual,motivo_full_text_pontual,asreview_label_compativel,observacao_auditoria
REG_04797,2026,Scopus,10.1016/j.jobe.2025.115047,Multi-objective optimization design method for thermal performance of office building envelopes based on stochastic operation,sim,manter_como_secundario,RQ1;RQ2;RQ3;RQ4,nao,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;energia_desempenho_operacional;risco_seguranca_conforto;apoio_contextual,condicao_fisica;energia;conforto;desempenho_operacional,optimization;framework;machine learning,edificio_comercial;edificio_generico,ambiental;social;tecnica_operacional;energia;conforto,nao_identificada_no_resumo,"Resumo é aderente ao ambiente construído sustentável ou a métodos de avaliação, mas a relação com manutenção/gestão predial é indireta ou limitada.",The goal of building optimization design for thermal performance is to achieve a balance between indoor thermal comfort and operational energy consumption.,media,nao,nao_aplicavel,maybe,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04933,2026,Scopus|WoS,10.1007/s10668-026-07552-6,Developing intelligent material selection framework for energy management and CO2 footprint reduction in wooden buildings: a case study,sim,manter_como_secundario,RQ1;RQ2;RQ3;RQ4;RQ5,nao,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;contexto_publico_universitario;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto;lacuna_para_ies_publicas;apoio_contextual,custo;risco;condicao_fisica;energia;vida_util;desempenho_operacional;emissoes_carbono;informacao_dados,MCDM;optimization;decision support;framework;BIM,escola;edificio_generico,ambiental;economica;tecnica_operacional;institucional;energia;ciclo_de_vida,"The construction sector represents approximately 40% of total CO2 emissions and 30–40% of total energy consumption, presenting critical challenges for achieving international climate targets.","Resumo é aderente ao ambiente construído sustentável ou a métodos de avaliação, mas a relação com manutenção/gestão predial é indireta ou limitada.","The construction sector represents approximately 40% of total CO2 emissions and 30–40% of total energy consumption, presenting critical challenges for achieving international climate targets.",media,nao,nao_aplicavel,maybe,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_05358,2025,Scopus|WoS,10.1016/j.enbuild.2025.115590,Real long-term performance evaluation of an improved office building operation involving a Data-driven model predictive control,sim,manter_como_secundario,RQ1;RQ2;RQ3;RQ4,nao,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;energia_desempenho_operacional;custo_ciclo_de_vida;apoio_contextual,custo;energia;vida_util;desempenho_operacional;emissoes_carbono;informacao_dados,optimization;scoring;framework,edificio_comercial;patrimonio_historico;edificio_generico,ambiental;economica;tecnica_operacional;institucional;energia,nao_identificada_no_resumo,"Resumo é aderente ao ambiente construído sustentável ou a métodos de avaliação, mas a relação com manutenção/gestão predial é indireta ou limitada.","Data-driven Model Predictive Control (DMPC) strategies, coupled with holistically optimized HVAC system control, represent a promising approach to achieve climate targets through significant reductions in building energy",media,nao,nao_aplicavel,maybe,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_06064,2025,Scopus,10.1109/icuis67429.2025.11380482,Enhancing GDLSTM-based Building Energy Demand Prediction with Multi-Objective Optimization in IoT-based Big Data Centers,sim,manter_como_secundario,RQ1;RQ2;RQ3;RQ4,nao,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;energia_desempenho_operacional;apoio_contextual,condicao_fisica;energia;desempenho_operacional;informacao_dados,optimization;framework;IoT;machine learning,edificio_generico,ambiental;tecnica_operacional;institucional;energia,nao_identificada_no_resumo,"Resumo é aderente ao ambiente construído sustentável ou a métodos de avaliação, mas a relação com manutenção/gestão predial é indireta ou limitada.",The fast development of intelligent buildings and IoT-based infrastructures needs extremely precise energy demand forecasting to increase the efficiency and sustainability of their operations.,media,nao,nao_aplicavel,maybe,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_06323,2024,Scopus,10.3390/buildings14072245,"The Impact of Building Morphology on Energy Use Intensity of High-Rise Residential Clusters: A Case Study of Hangzhou, China",sim,manter_como_secundario,RQ1;RQ2;RQ3;RQ4,nao,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;energia_desempenho_operacional;custo_ciclo_de_vida;apoio_contextual,custo;energia;desempenho_operacional;emissoes_carbono;informacao_dados,optimization;framework,edificio_residencial;edificio_generico,ambiental;economica;tecnica_operacional;energia,nao_identificada_no_resumo,"Resumo é aderente ao ambiente construído sustentável ou a métodos de avaliação, mas a relação com manutenção/gestão predial é indireta ou limitada.","Building operations account for a large amount of energy use and CO2 emissions, and the morphology of buildings in residential clusters strongly impacts energy efficiency performance.",media,nao,nao_aplicavel,maybe,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_06488,2024,Scopus,10.1016/j.enbuild.2023.113810,A study of deep learning-based multi-horizon building energy forecasting,sim,manter_como_secundario,RQ1;RQ2;RQ3;RQ4;RQ5,nao,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;energia_desempenho_operacional;risco_seguranca_conforto;apoio_contextual,risco;condicao_fisica;energia;desempenho_operacional;informacao_dados,decision support;framework;digital twin;machine learning,edificio_comercial;patrimonio_historico;edificio_generico,ambiental;tecnica_operacional;institucional;energia,"Motivated by these research gaps, this study contributes in two aspects.","Resumo é aderente ao ambiente construído sustentável ou a métodos de avaliação, mas a relação com manutenção/gestão predial é indireta ou limitada.",Building energy forecasting facilitates optimizing daily operation scheduling and long-term energy planning.,media,nao,nao_aplicavel,maybe,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_07165,2023,Scopus,10.3390/buildings13040861,Evaluation of the Impact of Input-Data Resolution on Building-Energy Simulation Accuracy and Computational Load—A Case Study of a Low-Rise Office Building,sim,manter_como_secundario,RQ1;RQ2;RQ3;RQ4;RQ5,nao,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;energia_desempenho_operacional;apoio_contextual,energia;desempenho_operacional;informacao_dados,optimization;framework,edificio_comercial;edificio_generico,ambiental;tecnica_operacional;institucional;energia,Future work would concentrate on carrying out comparison tests for different building forms and types while gradually improving the automation of the process to enable use of the appropriate accuracy level in assessing the crucial issue of energy-modelling inp,"Resumo é aderente ao ambiente construído sustentável ou a métodos de avaliação, mas a relação com manutenção/gestão predial é indireta ou limitada.","Building-energy consumption is the primary aim of urban energy consumption, which can aid in optimization of building operation and management techniques, creating sustainable building and built environments.",media,nao,nao_aplicavel,maybe,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_07374,2023,Scopus,10.1080/15623599.2021.1882747,Designing a smart integrated workspace to improve building energy efficiency: an Indonesian case study,sim,manter_como_secundario,RQ1;RQ2;RQ3;RQ4;RQ5,nao,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto;apoio_contextual,custo;energia;conforto;vida_util;desempenho_operacional;informacao_dados,optimization;life-cycle cost;framework;IoT,edificio_comercial;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional;energia;conforto;ciclo_de_vida,"© 2021 Informa UK Limited, trading as Taylor & Francis Group.","Resumo é aderente ao ambiente construído sustentável ou a métodos de avaliação, mas a relação com manutenção/gestão predial é indireta ou limitada.","The increased energy consumption in office building led to stakeholders’ renewed interests in optimizing office buildings’ energy performances, such as indoor comfort, energy efficiency, and life cycle costs.",media,nao,nao_aplicavel,maybe,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_08070,2019,Scopus,10.1016/j.jobe.2019.100793,Holistic assessment of existing buildings: Indian context,sim,manter_como_secundario,RQ1;RQ2;RQ3;RQ4;RQ5,nao,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;energia_desempenho_operacional;risco_seguranca_conforto;apoio_contextual,risco;condicao_fisica;seguranca;conforto;desempenho_operacional;informacao_dados,TOPSIS;fuzzy;framework,portfolio_predial;edificio_generico,ambiental;tecnica_operacional;risco;conforto;seguranca,"In spite of ample knowledge in the field, there is often a lack of relevant data and large uncertainty is implicit in the current detailed procedures that may address only one of the issues at a time.","Resumo é aderente ao ambiente construído sustentável ou a métodos de avaliação, mas a relação com manutenção/gestão predial é indireta ou limitada.","Greener buildings, condition assessment and structural damage during hazards are contemporary issues related to building performance.",media,nao,nao_aplicavel,maybe,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_08097,2018,Scopus,10.1007/s10098-018-1510-x,Energy rating system for climate conscious operation of multi-unit residential buildings,sim,manter_como_secundario,RQ1;RQ2;RQ3;RQ4;RQ5,nao,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;energia_desempenho_operacional;custo_ciclo_de_vida;apoio_contextual,custo;condicao_fisica;energia;vida_util;desempenho_operacional;emissoes_carbono;informacao_dados,fuzzy;scoring;framework,edificio_residencial;portfolio_predial;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional;energia;ciclo_de_vida,A comprehensive review of popular building energy rating systems noted their lack of life cycle thinking.,"Resumo é aderente ao ambiente construído sustentável ou a métodos de avaliação, mas a relação com manutenção/gestão predial é indireta ou limitada.",Residential sector accounts for 17% of domestic energy use and 14% of the greenhouse gas emissions in Canada.,media,nao,nao_aplicavel,maybe,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_08107,2017,Scopus,10.3390/buildings7040087,Sustainable building assessment of colonial shophouses after adaptive reuse in Kuala Lumpur,sim,manter_como_secundario,RQ1;RQ2;RQ3;RQ4;RQ5,nao,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto;apoio_contextual,custo;condicao_fisica;energia;conforto;desempenho_operacional;agua;residuos,ranking,edificio_comercial;patrimonio_historico;edificio_generico,ambiental;economica;social;tecnica_operacional;energia;conforto,"Results showed that adaptive reuse heritage buildings can perform and meet new indoor environmental requirements, but many sensitive design judgments need to be made before the adaptive reuse renovation.","Resumo é aderente ao ambiente construído sustentável ou a métodos de avaliação, mas a relação com manutenção/gestão predial é indireta ou limitada.","Conserving existing heritage buildings, while incorporating new usages with acceptable comfort, is in line with the principle of sustainability.",media,nao,nao_aplicavel,maybe,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
