id_unico,titulo,ano,dimensao_identificada_leitura
REG_01046,Literature review of green retrofit design for commercial buildings with BIM implication,2015,energia
REG_01046,Literature review of green retrofit design for commercial buildings with BIM implication,2015,ciclo_de_vida
REG_01104,Building information modeling for indoor environmental performance analysis,2015,ambiental
REG_01104,Building information modeling for indoor environmental performance analysis,2015,economica
REG_01104,Building information modeling for indoor environmental performance analysis,2015,tecnica_operacional
REG_01104,Building information modeling for indoor environmental performance analysis,2015,institucional
REG_01104,Building information modeling for indoor environmental performance analysis,2015,conforto
REG_01104,Building information modeling for indoor environmental performance analysis,2015,ciclo_de_vida
REG_01239,Life cycle costing of mechanical and electrical services for private finance initiatives projects in Malaysia,2015,economica
REG_01239,Life cycle costing of mechanical and electrical services for private finance initiatives projects in Malaysia,2015,tecnica_operacional
REG_01239,Life cycle costing of mechanical and electrical services for private finance initiatives projects in Malaysia,2015,institucional
REG_01239,Life cycle costing of mechanical and electrical services for private finance initiatives projects in Malaysia,2015,ciclo_de_vida
REG_01646,A vector autoregressive model for interpolating missing meteorological data for use in building simulation,2013,social
REG_01646,A vector autoregressive model for interpolating missing meteorological data for use in building simulation,2013,tecnica_operacional
REG_01646,A vector autoregressive model for interpolating missing meteorological data for use in building simulation,2013,ciclo_de_vida
REG_01657,Evaluation of building performance for strategic facilities management in healthcare: A case study of a public hospital in Australia,2013,social
REG_01657,Evaluation of building performance for strategic facilities management in healthcare: A case study of a public hospital in Australia,2013,tecnica_operacional
REG_01657,Evaluation of building performance for strategic facilities management in healthcare: A case study of a public hospital in Australia,2013,institucional
REG_02069,Outsourcing in facilities management - A literature review,2011,economica
REG_02069,Outsourcing in facilities management - A literature review,2011,tecnica_operacional
REG_02069,Outsourcing in facilities management - A literature review,2011,institucional
REG_02069,Outsourcing in facilities management - A literature review,2011,ciclo_de_vida
REG_02204,Sustainable carbon neutral building design: New simulation tools for teaching green buildings,2011,ambiental
REG_02204,Sustainable carbon neutral building design: New simulation tools for teaching green buildings,2011,economica
REG_02204,Sustainable carbon neutral building design: New simulation tools for teaching green buildings,2011,tecnica_operacional
REG_02204,Sustainable carbon neutral building design: New simulation tools for teaching green buildings,2011,energia
REG_02204,Sustainable carbon neutral building design: New simulation tools for teaching green buildings,2011,ciclo_de_vida
REG_02495,Digital Twins’ Applications for Building Energy Efficiency: A Review,2022,ambiental
REG_02495,Digital Twins’ Applications for Building Energy Efficiency: A Review,2022,social
REG_02495,Digital Twins’ Applications for Building Energy Efficiency: A Review,2022,tecnica_operacional
REG_02495,Digital Twins’ Applications for Building Energy Efficiency: A Review,2022,institucional
REG_02495,Digital Twins’ Applications for Building Energy Efficiency: A Review,2022,energia
REG_02495,Digital Twins’ Applications for Building Energy Efficiency: A Review,2022,conforto
REG_02495,Digital Twins’ Applications for Building Energy Efficiency: A Review,2022,ciclo_de_vida
REG_02540,An Integrated Fuzzy-Based Sustainability Framework for Post-Secondary Educational Buildings: A User-Perspective Approach,2022,ambiental
REG_02540,An Integrated Fuzzy-Based Sustainability Framework for Post-Secondary Educational Buildings: A User-Perspective Approach,2022,social
REG_02540,An Integrated Fuzzy-Based Sustainability Framework for Post-Secondary Educational Buildings: A User-Perspective Approach,2022,tecnica_operacional
REG_02540,An Integrated Fuzzy-Based Sustainability Framework for Post-Secondary Educational Buildings: A User-Perspective Approach,2022,institucional
REG_02540,An Integrated Fuzzy-Based Sustainability Framework for Post-Secondary Educational Buildings: A User-Perspective Approach,2022,energia
REG_02540,An Integrated Fuzzy-Based Sustainability Framework for Post-Secondary Educational Buildings: A User-Perspective Approach,2022,conforto
REG_02568,Assessment of the Perception of Sustainability for Occupants of Residential Buildings: A Case Study in the UAE,2022,ambiental
REG_02568,Assessment of the Perception of Sustainability for Occupants of Residential Buildings: A Case Study in the UAE,2022,economica
REG_02568,Assessment of the Perception of Sustainability for Occupants of Residential Buildings: A Case Study in the UAE,2022,social
REG_02568,Assessment of the Perception of Sustainability for Occupants of Residential Buildings: A Case Study in the UAE,2022,tecnica_operacional
REG_02568,Assessment of the Perception of Sustainability for Occupants of Residential Buildings: A Case Study in the UAE,2022,institucional
REG_02635,A thematic review on Prevention through design (PtD) concept application in the construction industry of developing countries,2022,tecnica_operacional
REG_02635,A thematic review on Prevention through design (PtD) concept application in the construction industry of developing countries,2022,institucional
REG_02635,A thematic review on Prevention through design (PtD) concept application in the construction industry of developing countries,2022,risco
REG_02635,A thematic review on Prevention through design (PtD) concept application in the construction industry of developing countries,2022,seguranca
REG_02635,A thematic review on Prevention through design (PtD) concept application in the construction industry of developing countries,2022,ciclo_de_vida
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,ambiental
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,economica
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,tecnica_operacional
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,institucional
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,energia
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,conforto
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,ciclo_de_vida
REG_03176,The Strategy of Passive Ecological Building Design Based on Guangxi's Climate Characteristics - A Case Study on the Garden Art Gallery of the 12th China (Nanning) International Garden Expo,2021,ambiental
REG_03176,The Strategy of Passive Ecological Building Design Based on Guangxi's Climate Characteristics - A Case Study on the Garden Art Gallery of the 12th China (Nanning) International Garden Expo,2021,economica
REG_03176,The Strategy of Passive Ecological Building Design Based on Guangxi's Climate Characteristics - A Case Study on the Garden Art Gallery of the 12th China (Nanning) International Garden Expo,2021,tecnica_operacional
REG_03176,The Strategy of Passive Ecological Building Design Based on Guangxi's Climate Characteristics - A Case Study on the Garden Art Gallery of the 12th China (Nanning) International Garden Expo,2021,ciclo_de_vida
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,ambiental
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,economica
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,tecnica_operacional
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,institucional
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,energia
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,ciclo_de_vida
REG_03334,Evaluation of facilities management sustainable parameters for improving operational efficiency,2021,ambiental
REG_03334,Evaluation of facilities management sustainable parameters for improving operational efficiency,2021,economica
REG_03334,Evaluation of facilities management sustainable parameters for improving operational efficiency,2021,social
REG_03334,Evaluation of facilities management sustainable parameters for improving operational efficiency,2021,tecnica_operacional
REG_03334,Evaluation of facilities management sustainable parameters for improving operational efficiency,2021,institucional
REG_03334,Evaluation of facilities management sustainable parameters for improving operational efficiency,2021,ciclo_de_vida
REG_03349,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,2021,ambiental
REG_03349,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,2021,economica
REG_03349,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,2021,tecnica_operacional
REG_03349,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,2021,institucional
REG_03349,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,2021,ciclo_de_vida
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,ambiental
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,tecnica_operacional
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,institucional
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,energia
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,conforto
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,ciclo_de_vida
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,ambiental
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,economica
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,social
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,tecnica_operacional
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,institucional
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,conforto
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,ciclo_de_vida
REG_03670,Improving maintenance management practices on green building projects,2020,ambiental
REG_03670,Improving maintenance management practices on green building projects,2020,tecnica_operacional
REG_03670,Improving maintenance management practices on green building projects,2020,institucional
REG_03670,Improving maintenance management practices on green building projects,2020,ciclo_de_vida
REG_03759,Risk management in facility management for data centres: status and deficits,2020,ambiental
REG_03759,Risk management in facility management for data centres: status and deficits,2020,tecnica_operacional
REG_03759,Risk management in facility management for data centres: status and deficits,2020,institucional
REG_03759,Risk management in facility management for data centres: status and deficits,2020,risco
REG_03759,Risk management in facility management for data centres: status and deficits,2020,ciclo_de_vida
REG_03763,A review of sustainable facility management research,2020,ambiental
REG_03763,A review of sustainable facility management research,2020,economica
REG_03763,A review of sustainable facility management research,2020,social
REG_03763,A review of sustainable facility management research,2020,tecnica_operacional
REG_03763,A review of sustainable facility management research,2020,institucional
REG_03763,A review of sustainable facility management research,2020,conforto
REG_03843,Application of fuzzy topsis for selecting most sustainable building wall material,2020,ambiental
REG_03843,Application of fuzzy topsis for selecting most sustainable building wall material,2020,economica
REG_03843,Application of fuzzy topsis for selecting most sustainable building wall material,2020,social
REG_03843,Application of fuzzy topsis for selecting most sustainable building wall material,2020,tecnica_operacional
REG_03843,Application of fuzzy topsis for selecting most sustainable building wall material,2020,ciclo_de_vida
REG_03844,Application of fuzzy topsis for selecting most sustainable building wall material,2020,ambiental
REG_03844,Application of fuzzy topsis for selecting most sustainable building wall material,2020,economica
REG_03844,Application of fuzzy topsis for selecting most sustainable building wall material,2020,social
REG_03844,Application of fuzzy topsis for selecting most sustainable building wall material,2020,tecnica_operacional
REG_03844,Application of fuzzy topsis for selecting most sustainable building wall material,2020,ciclo_de_vida
REG_04015,Energy-efficient retrofitting of multi-storey residential buildings,2020,ambiental
REG_04015,Energy-efficient retrofitting of multi-storey residential buildings,2020,economica
REG_04015,Energy-efficient retrofitting of multi-storey residential buildings,2020,tecnica_operacional
REG_04015,Energy-efficient retrofitting of multi-storey residential buildings,2020,institucional
REG_04015,Energy-efficient retrofitting of multi-storey residential buildings,2020,energia
REG_04052,Forecasting repair schedule for building components based on case-based reasoning and fuzzy-AHP,2019,economica
REG_04052,Forecasting repair schedule for building components based on case-based reasoning and fuzzy-AHP,2019,tecnica_operacional
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,economica
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,social
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,tecnica_operacional
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,institucional
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,risco
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,seguranca
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,ambiental
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,economica
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,social
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,tecnica_operacional
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,institucional
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,risco
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,seguranca
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,ciclo_de_vida
REG_04126,Early decision-making for school building renovation,2019,ambiental
REG_04126,Early decision-making for school building renovation,2019,social
REG_04126,Early decision-making for school building renovation,2019,tecnica_operacional
REG_04126,Early decision-making for school building renovation,2019,institucional
REG_04126,Early decision-making for school building renovation,2019,energia
REG_04126,Early decision-making for school building renovation,2019,conforto
REG_04163,LCC estimation model: A construction material perspective,2019,ambiental
REG_04163,LCC estimation model: A construction material perspective,2019,economica
REG_04163,LCC estimation model: A construction material perspective,2019,social
REG_04163,LCC estimation model: A construction material perspective,2019,tecnica_operacional
REG_04163,LCC estimation model: A construction material perspective,2019,institucional
REG_04163,LCC estimation model: A construction material perspective,2019,energia
REG_04163,LCC estimation model: A construction material perspective,2019,ciclo_de_vida
REG_04203,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,2019,tecnica_operacional
REG_04203,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,2019,institucional
REG_04203,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,2019,risco
REG_04203,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,2019,ciclo_de_vida
REG_04225,Determining a conceptual framework for safe and sustainable health-care waste management (SSHCWM) implementation in health-care facilities,2019,ambiental
REG_04225,Determining a conceptual framework for safe and sustainable health-care waste management (SSHCWM) implementation in health-care facilities,2019,social
REG_04225,Determining a conceptual framework for safe and sustainable health-care waste management (SSHCWM) implementation in health-care facilities,2019,tecnica_operacional
REG_04225,Determining a conceptual framework for safe and sustainable health-care waste management (SSHCWM) implementation in health-care facilities,2019,institucional
REG_04305,Examining sustainability indicators of space management in elderly Facilities—a case study in China,2019,ambiental
REG_04305,Examining sustainability indicators of space management in elderly Facilities—a case study in China,2019,economica
REG_04305,Examining sustainability indicators of space management in elderly Facilities—a case study in China,2019,social
REG_04305,Examining sustainability indicators of space management in elderly Facilities—a case study in China,2019,tecnica_operacional
REG_04305,Examining sustainability indicators of space management in elderly Facilities—a case study in China,2019,institucional
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,ambiental
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,economica
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,tecnica_operacional
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,institucional
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,risco
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,seguranca
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,ambiental
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,social
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,tecnica_operacional
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,institucional
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,conforto
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,ambiental
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,economica
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,social
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,tecnica_operacional
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,institucional
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,risco
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,energia
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,seguranca
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,ciclo_de_vida
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,ambiental
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,economica
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,social
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,tecnica_operacional
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,institucional
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,risco
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,seguranca
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,ciclo_de_vida
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,ambiental
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,economica
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,tecnica_operacional
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,institucional
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,energia
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,ciclo_de_vida
REG_04758,Sustainable facilities management: a sociotechnical system perspective and a review of the literature,2026,ambiental
REG_04758,Sustainable facilities management: a sociotechnical system perspective and a review of the literature,2026,tecnica_operacional
REG_04758,Sustainable facilities management: a sociotechnical system perspective and a review of the literature,2026,institucional
REG_04759,Factors influencing IoT adoption for sustainable facilities management in Saudi Arabia: a stakeholder assessment,2026,ambiental
REG_04759,Factors influencing IoT adoption for sustainable facilities management in Saudi Arabia: a stakeholder assessment,2026,social
REG_04759,Factors influencing IoT adoption for sustainable facilities management in Saudi Arabia: a stakeholder assessment,2026,tecnica_operacional
REG_04759,Factors influencing IoT adoption for sustainable facilities management in Saudi Arabia: a stakeholder assessment,2026,institucional
REG_04813,"Improving the performance of green office buildings in mainland China through facility management under the ""dual carbon"" goals",2026,ambiental
REG_04813,"Improving the performance of green office buildings in mainland China through facility management under the ""dual carbon"" goals",2026,tecnica_operacional
REG_04813,"Improving the performance of green office buildings in mainland China through facility management under the ""dual carbon"" goals",2026,institucional
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,ambiental
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,economica
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,social
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,tecnica_operacional
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,institucional
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,ciclo_de_vida
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,ambiental
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,economica
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,tecnica_operacional
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,institucional
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,risco
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,energia
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,seguranca
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,ambiental
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,economica
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,social
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,tecnica_operacional
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,institucional
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,risco
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,seguranca
REG_05142,Quantifying BIM investment value: a systematic review,2025,ambiental
REG_05142,Quantifying BIM investment value: a systematic review,2025,economica
REG_05142,Quantifying BIM investment value: a systematic review,2025,tecnica_operacional
REG_05142,Quantifying BIM investment value: a systematic review,2025,institucional
REG_05142,Quantifying BIM investment value: a systematic review,2025,risco
REG_05142,Quantifying BIM investment value: a systematic review,2025,seguranca
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,ambiental
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,social
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,tecnica_operacional
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,institucional
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,conforto
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,ciclo_de_vida
REG_05283,An in-depth analysis of facility management approaches in Nigeria's ailing healthcare sector,2025,ambiental
REG_05283,An in-depth analysis of facility management approaches in Nigeria's ailing healthcare sector,2025,economica
REG_05283,An in-depth analysis of facility management approaches in Nigeria's ailing healthcare sector,2025,social
REG_05283,An in-depth analysis of facility management approaches in Nigeria's ailing healthcare sector,2025,tecnica_operacional
REG_05283,An in-depth analysis of facility management approaches in Nigeria's ailing healthcare sector,2025,institucional
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,ambiental
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,economica
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,social
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,tecnica_operacional
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,institucional
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,energia
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,conforto
REG_05371,Artificial intelligence in healthcare facilities asset information management: mixed review,2025,ambiental
REG_05371,Artificial intelligence in healthcare facilities asset information management: mixed review,2025,economica
REG_05371,Artificial intelligence in healthcare facilities asset information management: mixed review,2025,social
REG_05371,Artificial intelligence in healthcare facilities asset information management: mixed review,2025,tecnica_operacional
REG_05371,Artificial intelligence in healthcare facilities asset information management: mixed review,2025,institucional
