id_unico,titulo,ano,contexto_identificado_leitura
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,portfolio_predial
REG_03126,A performance data integrated BIM framework for building life-cycle energy efficiency and environmental optimization design,2021,edificio_generico
REG_03176,The Strategy of Passive Ecological Building Design Based on Guangxi's Climate Characteristics - A Case Study on the Garden Art Gallery of the 12th China (Nanning) International Garden Expo,2021,edificio_comercial
REG_03176,The Strategy of Passive Ecological Building Design Based on Guangxi's Climate Characteristics - A Case Study on the Garden Art Gallery of the 12th China (Nanning) International Garden Expo,2021,edificio_generico
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,edificio_comercial
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,portfolio_predial
REG_03230,Improving lighting efficiency in existing art museums: a case study,2021,edificio_generico
REG_03334,Evaluation of facilities management sustainable parameters for improving operational efficiency,2021,portfolio_predial
REG_03334,Evaluation of facilities management sustainable parameters for improving operational efficiency,2021,edificio_generico
REG_03349,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,2021,edificio_residencial
REG_03349,Exploring the Acceptance of Life Cycle Cost for Residential Projects in India,2021,edificio_generico
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,portfolio_predial
REG_03359,From BIM to digital twins: A systematic review of the evolution of intelligent building representations in the AEC-FM industry,2021,edificio_generico
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,universidade
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,edificio_publico
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,campus
REG_03383,Occupants’ Behavioral Analysis for the Optimization of Building Operation and Maintenance: A Case Study to Improve the Use of Elevators in a University Building,2021,edificio_generico
REG_03670,Improving maintenance management practices on green building projects,2020,edificio_generico
REG_03759,Risk management in facility management for data centres: status and deficits,2020,portfolio_predial
REG_03759,Risk management in facility management for data centres: status and deficits,2020,edificio_generico
REG_03763,A review of sustainable facility management research,2020,portfolio_predial
REG_03763,A review of sustainable facility management research,2020,edificio_generico
REG_03843,Application of fuzzy topsis for selecting most sustainable building wall material,2020,edificio_generico
REG_03844,Application of fuzzy topsis for selecting most sustainable building wall material,2020,edificio_generico
REG_04015,Energy-efficient retrofitting of multi-storey residential buildings,2020,edificio_residencial
REG_04015,Energy-efficient retrofitting of multi-storey residential buildings,2020,edificio_generico
REG_04052,Forecasting repair schedule for building components based on case-based reasoning and fuzzy-AHP,2019,edificio_generico
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,hospital
REG_04120,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,2019,edificio_generico
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,portfolio_predial
REG_04122,Green maintainability assessment of high-rise vertical greenery systems,2019,edificio_generico
REG_04126,Early decision-making for school building renovation,2019,escola
REG_04126,Early decision-making for school building renovation,2019,portfolio_predial
REG_04126,Early decision-making for school building renovation,2019,edificio_generico
REG_04163,LCC estimation model: A construction material perspective,2019,portfolio_predial
REG_04163,LCC estimation model: A construction material perspective,2019,edificio_generico
REG_04203,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,2019,edificio_generico
REG_04225,Determining a conceptual framework for safe and sustainable health-care waste management (SSHCWM) implementation in health-care facilities,2019,hospital
REG_04225,Determining a conceptual framework for safe and sustainable health-care waste management (SSHCWM) implementation in health-care facilities,2019,portfolio_predial
REG_04225,Determining a conceptual framework for safe and sustainable health-care waste management (SSHCWM) implementation in health-care facilities,2019,edificio_generico
REG_04305,Examining sustainability indicators of space management in elderly Facilities—a case study in China,2019,portfolio_predial
REG_04305,Examining sustainability indicators of space management in elderly Facilities—a case study in China,2019,edificio_generico
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,edificio_publico
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,portfolio_predial
REG_04552,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,2026,edificio_generico
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,universidade
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,campus
REG_04569,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,2026,portfolio_predial
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,edificio_residencial
REG_04572,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,edificio_generico
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,hospital
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,edificio_publico
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,portfolio_predial
REG_04575,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,2026,edificio_generico
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,edificio_comercial
REG_04749,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,2026,edificio_generico
REG_04758,Sustainable facilities management: a sociotechnical system perspective and a review of the literature,2026,portfolio_predial
REG_04758,Sustainable facilities management: a sociotechnical system perspective and a review of the literature,2026,edificio_generico
REG_04759,Factors influencing IoT adoption for sustainable facilities management in Saudi Arabia: a stakeholder assessment,2026,portfolio_predial
REG_04759,Factors influencing IoT adoption for sustainable facilities management in Saudi Arabia: a stakeholder assessment,2026,edificio_generico
REG_04813,"Improving the performance of green office buildings in mainland China through facility management under the ""dual carbon"" goals",2026,edificio_comercial
REG_04813,"Improving the performance of green office buildings in mainland China through facility management under the ""dual carbon"" goals",2026,portfolio_predial
REG_04813,"Improving the performance of green office buildings in mainland China through facility management under the ""dual carbon"" goals",2026,edificio_generico
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,portfolio_predial
REG_04824,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,2026,edificio_generico
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,portfolio_predial
REG_04939,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,2026,edificio_generico
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,edificio_residencial
REG_04953,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,edificio_generico
REG_05142,Quantifying BIM investment value: a systematic review,2025,portfolio_predial
REG_05142,Quantifying BIM investment value: a systematic review,2025,edificio_generico
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,universidade
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,campus
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,portfolio_predial
REG_05161,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,2025,edificio_generico
REG_05283,An in-depth analysis of facility management approaches in Nigeria's ailing healthcare sector,2025,hospital
REG_05283,An in-depth analysis of facility management approaches in Nigeria's ailing healthcare sector,2025,portfolio_predial
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,edificio_comercial
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,portfolio_predial
REG_05338,Developing Performance Measurement Framework for Sustainable Facility Management (SFM) in Office Buildings Using Bayesian Best Worst Method,2025,edificio_generico
REG_05371,Artificial intelligence in healthcare facilities asset information management: mixed review,2025,hospital
REG_05371,Artificial intelligence in healthcare facilities asset information management: mixed review,2025,portfolio_predial
REG_05404,Strategic planning of sustainable maintenance in heritage school buildings: Malaysia perspectives,2025,escola
REG_05404,Strategic planning of sustainable maintenance in heritage school buildings: Malaysia perspectives,2025,patrimonio_historico
REG_05404,Strategic planning of sustainable maintenance in heritage school buildings: Malaysia perspectives,2025,edificio_generico
REG_05430,Development of an ontology-based asset information model for predictive maintenance in building facilities,2025,portfolio_predial
REG_05430,Development of an ontology-based asset information model for predictive maintenance in building facilities,2025,edificio_generico
REG_05449,Enhancing asset management: Integrating digital twins for continuous permitting and compliance - A systematic literature review,2025,hospital
REG_05449,Enhancing asset management: Integrating digital twins for continuous permitting and compliance - A systematic literature review,2025,edificio_generico
REG_05452,Optimization of an integrated hybrid commercial building with building information modelling,2025,hospital
REG_05452,Optimization of an integrated hybrid commercial building with building information modelling,2025,edificio_comercial
REG_05452,Optimization of an integrated hybrid commercial building with building information modelling,2025,portfolio_predial
REG_05452,Optimization of an integrated hybrid commercial building with building information modelling,2025,edificio_generico
REG_05478,The development of prefabricated buildings and intelligent construction based on digital twins,2025,edificio_generico
REG_05495,Research on Real-Time Control Strategy for HVAC Systems in University Libraries,2025,universidade
REG_05495,Research on Real-Time Control Strategy for HVAC Systems in University Libraries,2025,escola
REG_05495,Research on Real-Time Control Strategy for HVAC Systems in University Libraries,2025,campus
REG_05495,Research on Real-Time Control Strategy for HVAC Systems in University Libraries,2025,edificio_generico
REG_05517,Life-cycle cost assessment of conventional and self-centering steel frames in seismic zones: An extra focus on environmental impacts,2025,edificio_generico
REG_05558,Applications of Digital Technologies in Promoting Sustainable Construction Practices: A Literature Review,2025,edificio_generico
REG_05559,Exploiting digital twins for occupancy and energy optimisation for office buildings,2025,edificio_comercial
REG_05559,Exploiting digital twins for occupancy and energy optimisation for office buildings,2025,edificio_generico
REG_05613,Potential for Integrating Post-Construction Facility Management with BIM in Steel Building Projects in the Middle East,2025,portfolio_predial
REG_05613,Potential for Integrating Post-Construction Facility Management with BIM in Steel Building Projects in the Middle East,2025,edificio_generico
REG_05632,Integration of technology in decision-making in university facilities management: a literature review,2025,universidade
REG_05632,Integration of technology in decision-making in university facilities management: a literature review,2025,campus
REG_05632,Integration of technology in decision-making in university facilities management: a literature review,2025,portfolio_predial
REG_05632,Integration of technology in decision-making in university facilities management: a literature review,2025,edificio_generico
REG_05645,Digital Twins for Sustainable Hospitality Facilities Management: A Review and Empirical Investigation,2025,hospital
REG_05645,Digital Twins for Sustainable Hospitality Facilities Management: A Review and Empirical Investigation,2025,edificio_comercial
REG_05645,Digital Twins for Sustainable Hospitality Facilities Management: A Review and Empirical Investigation,2025,portfolio_predial
REG_05650,Barriers to Digital Transformation in Facilities Management: Insights from a Developing Country,2025,hospital
REG_05650,Barriers to Digital Transformation in Facilities Management: Insights from a Developing Country,2025,portfolio_predial
REG_05740,The driving mechanism for promoting the transition to sustainable operation and maintenance management of major infrastructure projects: a SLR-ISM-MICMAC analysis,2025,edificio_generico
REG_05812,Research on Circular Design Criteria for Historic Building Protection,2025,edificio_residencial
REG_05812,Research on Circular Design Criteria for Historic Building Protection,2025,patrimonio_historico
REG_05812,Research on Circular Design Criteria for Historic Building Protection,2025,edificio_generico
REG_05816,Optimizing Fire Safety Compliance: Rule-Based Checking of As-Is BIM Models for Workplace Regulations,2025,edificio_generico
REG_05872,Future directions and research gaps in city information modelling (CIM),2025,portfolio_predial
REG_05872,Future directions and research gaps in city information modelling (CIM),2025,edificio_generico
REG_05925,Appraising sustainable and resilient physical infrastructure facilities in higher education institutions: the role of smart maintenance management,2025,universidade
REG_05925,Appraising sustainable and resilient physical infrastructure facilities in higher education institutions: the role of smart maintenance management,2025,campus
REG_05925,Appraising sustainable and resilient physical infrastructure facilities in higher education institutions: the role of smart maintenance management,2025,edificio_generico
REG_06111,Next-Generation Building Condition Assessment: BIM and Neural Network Integration,2024,edificio_comercial
REG_06111,Next-Generation Building Condition Assessment: BIM and Neural Network Integration,2024,portfolio_predial
REG_06111,Next-Generation Building Condition Assessment: BIM and Neural Network Integration,2024,hospital
REG_06111,Next-Generation Building Condition Assessment: BIM and Neural Network Integration,2024,edificio_generico
REG_06159,Developing a framework for building maintenance: a case study of Malaysia's low-cost housing via soft system methodology,2024,edificio_residencial
REG_06159,Developing a framework for building maintenance: a case study of Malaysia's low-cost housing via soft system methodology,2024,edificio_generico
REG_06247,BIM-IoT-FM integration: strategy for implementation of sustainable water management in buildings,2024,edificio_comercial
REG_06247,BIM-IoT-FM integration: strategy for implementation of sustainable water management in buildings,2024,portfolio_predial
REG_06247,BIM-IoT-FM integration: strategy for implementation of sustainable water management in buildings,2024,edificio_generico
REG_06255,Research and application of carbon emission calculation methods for the whole life cycle of assembled steel structure office buildings,2024,edificio_comercial
REG_06255,Research and application of carbon emission calculation methods for the whole life cycle of assembled steel structure office buildings,2024,edificio_generico
REG_06405,Towards achieving a net zero carbon building: A review of key stakeholders and their roles in net zero carbon building whole life cycle,2024,edificio_generico
REG_06494,The applications of building information modeling in the life-cycle of green buildings: a comprehensive review,2024,portfolio_predial
REG_06494,The applications of building information modeling in the life-cycle of green buildings: a comprehensive review,2024,edificio_generico
REG_06525,Application of Circular Economy in Facility Maintenance and Management: Moving Towards a Low Carbon Future,2024,portfolio_predial
REG_06525,Application of Circular Economy in Facility Maintenance and Management: Moving Towards a Low Carbon Future,2024,edificio_generico
REG_06548,Improving Facility Management Performance in Public Higher Education Institution Buildings in Nigeria,2024,universidade
REG_06548,Improving Facility Management Performance in Public Higher Education Institution Buildings in Nigeria,2024,edificio_publico
REG_06548,Improving Facility Management Performance in Public Higher Education Institution Buildings in Nigeria,2024,portfolio_predial
REG_06548,Improving Facility Management Performance in Public Higher Education Institution Buildings in Nigeria,2024,campus
REG_06548,Improving Facility Management Performance in Public Higher Education Institution Buildings in Nigeria,2024,edificio_generico
REG_06585,Conceptual framework of sustainable interior design (SID) criteria and components to hotel's operational performance effectiveness,2024,hospital
REG_06585,Conceptual framework of sustainable interior design (SID) criteria and components to hotel's operational performance effectiveness,2024,edificio_comercial
REG_06585,Conceptual framework of sustainable interior design (SID) criteria and components to hotel's operational performance effectiveness,2024,portfolio_predial
REG_06681,3D spatio-temporal post-occupational maintenance management of high-rise residential building: a case study,2024,edificio_residencial
REG_06681,3D spatio-temporal post-occupational maintenance management of high-rise residential building: a case study,2024,edificio_generico
REG_06712,INTEGRATING BIM INTO BUILT ASSET MANAGEMENT: A PATHWAY TO ACHIEVE SOCIAL SUSTAINABILITY,2024,portfolio_predial
REG_06712,INTEGRATING BIM INTO BUILT ASSET MANAGEMENT: A PATHWAY TO ACHIEVE SOCIAL SUSTAINABILITY,2024,hospital
REG_06712,INTEGRATING BIM INTO BUILT ASSET MANAGEMENT: A PATHWAY TO ACHIEVE SOCIAL SUSTAINABILITY,2024,edificio_generico
REG_06929,Investigation of system optimization and control logic on a solar geothermal hybrid heat pump system based on integral effect test data,2023,edificio_generico
REG_06996,A review and bibliometric analysis of utilizing building information modeling (BIM) on effective operation and maintenance (O&M),2023,portfolio_predial
REG_06996,A review and bibliometric analysis of utilizing building information modeling (BIM) on effective operation and maintenance (O&M),2023,edificio_generico
REG_07000,Using BIM to improve communication in sustainable building renovation,2023,edificio_residencial
REG_07000,Using BIM to improve communication in sustainable building renovation,2023,portfolio_predial
REG_07000,Using BIM to improve communication in sustainable building renovation,2023,edificio_generico
REG_07043,Net-Zero Energy Consumption Building in China: An Overview of Building-Integrated Photovoltaic Case and Initiative toward Sustainable Future Development,2023,edificio_generico
REG_07061,Development of a Campus Facility Management Operational Framework Using a Modified Delphi Method,2023,campus
REG_07061,Development of a Campus Facility Management Operational Framework Using a Modified Delphi Method,2023,hospital
REG_07061,Development of a Campus Facility Management Operational Framework Using a Modified Delphi Method,2023,portfolio_predial
REG_07061,Development of a Campus Facility Management Operational Framework Using a Modified Delphi Method,2023,universidade
REG_07171,Global trends of the research on COVID-19 risks effect in sustainable facility management fields: a bibliometric analysis,2023,portfolio_predial
REG_07171,Global trends of the research on COVID-19 risks effect in sustainable facility management fields: a bibliometric analysis,2023,hospital
REG_07192,Digital Twin framework for automated fault source detection and prediction for comfort performance evaluation of existing non-residential Norwegian buildings,2023,edificio_residencial
REG_07192,Digital Twin framework for automated fault source detection and prediction for comfort performance evaluation of existing non-residential Norwegian buildings,2023,portfolio_predial
REG_07192,Digital Twin framework for automated fault source detection and prediction for comfort performance evaluation of existing non-residential Norwegian buildings,2023,edificio_generico
REG_07225,An Embedded Joint Management Body (JMB) in a Comprehensive Life Cycle Cost Analysis Planning Mode in Sustainable Building Project,2023,portfolio_predial
REG_07225,An Embedded Joint Management Body (JMB) in a Comprehensive Life Cycle Cost Analysis Planning Mode in Sustainable Building Project,2023,edificio_generico
REG_07228,Framework to evaluate quality performance of green building delivery: construction and operational stage,2023,hospital
REG_07228,Framework to evaluate quality performance of green building delivery: construction and operational stage,2023,edificio_generico
REG_07235,EXPERT VERIFICATION OF INFORMATION REQUIREMENTS FOR INTEGRATING BUILDING INFORMATION MODELLING WITH OPERATION AND MAINTENANCE,2023,edificio_comercial
REG_07235,EXPERT VERIFICATION OF INFORMATION REQUIREMENTS FOR INTEGRATING BUILDING INFORMATION MODELLING WITH OPERATION AND MAINTENANCE,2023,portfolio_predial
REG_07235,EXPERT VERIFICATION OF INFORMATION REQUIREMENTS FOR INTEGRATING BUILDING INFORMATION MODELLING WITH OPERATION AND MAINTENANCE,2023,edificio_generico
REG_07476,Enhancing building maintainability through early supplier involvement in the design process,2023,edificio_generico
REG_08015,CIB - UTILITY BASED SYSTEMS FRAMEWORK FOR EXISTING RESIDENTIAL BUILDING,2022,edificio_residencial
REG_08015,CIB - UTILITY BASED SYSTEMS FRAMEWORK FOR EXISTING RESIDENTIAL BUILDING,2022,edificio_generico
REG_08052,Stochastic maintenance models for ceramic claddings,2020,edificio_generico
REG_08528,Building Institutional Resilience Through Sustainable Facility Management in South African Vocational Education,2025,universidade
REG_08528,Building Institutional Resilience Through Sustainable Facility Management in South African Vocational Education,2025,portfolio_predial
REG_08528,Building Institutional Resilience Through Sustainable Facility Management in South African Vocational Education,2025,edificio_generico
REG_09113,"Application of Multicriteria Decision-Making Methods to Determine the Appropriate Policy for Maintenance of Buildings in Karaj City, Iran",2023,hospital
REG_09113,"Application of Multicriteria Decision-Making Methods to Determine the Appropriate Policy for Maintenance of Buildings in Karaj City, Iran",2023,edificio_generico
REG_09127,Key Performance Indicators for Building Assessment. A case study on an R/C Building in Greece,2023,edificio_generico
REG_09169,"Prioritizing Heritage Building Maintenance: A Fuzzy Model Approach for Arc De Bera, Spain",2023,patrimonio_historico
REG_09169,"Prioritizing Heritage Building Maintenance: A Fuzzy Model Approach for Arc De Bera, Spain",2023,edificio_generico
REG_09290,Stakeholders' perception of critical success factors for sustainable facilities management practice in universities in sub-Saharan Africa,2017,universidade
REG_09290,Stakeholders' perception of critical success factors for sustainable facilities management practice in universities in sub-Saharan Africa,2017,portfolio_predial
REG_09290,Stakeholders' perception of critical success factors for sustainable facilities management practice in universities in sub-Saharan Africa,2017,campus
REG_09503,Developing post occupancy evaluation sustainability assessment framework for retrofitting commercial office buildings: A proposal,2012,edificio_comercial
REG_09503,Developing post occupancy evaluation sustainability assessment framework for retrofitting commercial office buildings: A proposal,2012,portfolio_predial
REG_09503,Developing post occupancy evaluation sustainability assessment framework for retrofitting commercial office buildings: A proposal,2012,edificio_generico
